timestamp,SCALED_IMU2.time_boot_ms,SCALED_IMU2.xacc,SCALED_IMU2.yacc,SCALED_IMU2.zacc,SCALED_IMU2.xgyro,SCALED_IMU2.ygyro,SCALED_IMU2.zgyro,SCALED_IMU2.xmag,SCALED_IMU2.ymag,SCALED_IMU2.zmag,SCALED_IMU2.temperature
1437197902.90032387,519010,8,83,-935,350,6,-149,237,-249,-557,0
1437197903.18407989,519494,-8,-77,-1243,-226,42,-79,268,-422,-566,0
1437197903.67339182,519976,-8,-1,-1034,-49,-97,-13,250,-231,-564,0
1437197904.08747196,520456,23,14,-815,74,35,-41,235,-166,-566,0
1437197904.43772793,520936,25,-12,-883,-68,36,-296,235,-177,-559,0
1437197905.02284789,521416,43,10,-907,23,8,6,252,-144,-560,0
1437197905.28309584,521896,-2,10,-1144,-26,94,96,269,-225,-567,0
1437197905.84469199,522378,44,1,-789,19,3,-62,259,-131,-553,0
1437197906.38155198,522798,14,26,-917,86,-595,-32,259,-154,-559,0
1437197906.63247991,523223,28,-4,-884,-44,-121,-113,196,-164,-587,0
1437197907.03076792,523646,-1,-70,-920,74,11,-12,155,-157,-602,0
1437197907.49108005,524071,-54,-129,-1248,-6,595,-31,151,-243,-616,0
1437197907.90526390,524493,-54,5,-1307,-31,-538,-254,257,-236,-582,0
1437197908.32142782,524875,9,23,-962,-125,-81,-172,144,-146,-605,0
1437197908.76863194,525260,-40,39,-1060,68,510,25,226,-127,-586,0
1437197909.18594003,525643,-26,40,-1036,47,-64,-602,273,-150,-577,0
1437197909.40475583,526025,-57,-55,-937,-80,11,-1324,254,-74,-572,0
1437197909.81397986,526409,3,-52,-992,4,27,-1336,168,70,-564,0
1437197910.72615600,527096,34,-83,-986,51,73,-1285,-70,119,-567,0
1437197911.14054799,527439,9,4,-1063,26,-988,-684,-282,52,-506,0
1437197911.39039993,527784,18,-62,-999,-91,66,-230,-430,-97,-401,0
1437197911.73293185,528127,-84,-60,-1045,-387,84,2,-403,-95,-431,0
1437197911.96983600,528473,-119,3,-965,-474,519,-840,-369,-47,-459,0
1437197912.21777987,528817,-148,-38,-1041,-272,131,-1147,-343,-108,-496,0
1437197912.52623582,529162,-110,-34,-1003,-141,-902,-826,-352,-211,-472,0
1437197912.92025590,529508,-108,-65,-942,-68,-64,-255,-438,-359,-374,0
1437197913.44555187,529811,-255,-95,-1281,-65,439,1,-432,-375,-372,0
1437197913.83771992,530114,-192,-87,-991,283,523,398,-364,-332,-432,0
1437197914.04374003,530417,-279,-56,-1017,183,337,869,-322,-295,-487,0
1437197914.28770399,530720,-176,61,-1056,347,-411,927,-288,-232,-521,0
1437197914.77180386,531023,-195,60,-818,0,-503,442,-415,-136,-433,0
1437197915.01790404,531326,-247,149,-826,6,203,108,-431,-102,-405,0
1437197915.43524003,531630,-297,75,-788,-108,63,-86,-424,-85,-417,0
1437197915.87726402,531933,-280,-20,-534,-1,516,-223,-404,-88,-433,0
1437197916.22252393,532236,-356,105,-868,398,236,178,-343,-117,-493,0
1437197916.54283595,532538,-292,247,-1016,62,-53,648,-310,-102,-514,0
1437197917.22098804,532841,-318,313,-892,213,-43,866,-318,-43,-506,0
1437197917.67906404,533185,-251,237,-728,481,-22,810,-302,-9,-519,0
1437197918.25334382,533529,-264,236,-999,119,199,472,-256,14,-541,0
1437197918.66563988,533872,-121,213,-1103,-74,179,323,-219,44,-555,0
1437197919.01868391,534215,-296,107,-952,58,138,385,-189,51,-566,0
1437197919.32101989,534680,-214,292,-1213,161,67,739,-125,56,-589,0
1437197919.55990791,535145,-143,353,-1141,304,-46,792,-33,30,-609,0
1437197919.84888005,535609,-163,340,-1128,384,-18,903,13,-28,-619,0
1437197920.11008000,536195,-6,199,-999,147,78,559,-14,-205,-638,0
1437197920.43912792,536782,-58,103,-909,-56,165,363,48,-255,-644,0
1437197920.83950782,537409,-59,144,-1064,35,-177,158,44,-178,-636,0
1437197921.67689586,537997,-94,188,-1054,202,138,79,44,-202,-636,0
1437197922.09199190,538586,-177,291,-1375,-42,-56,-76,70,-215,-631,0
1437197922.55111194,539170,-245,191,-904,206,48,236,103,-198,-617,0
1437197923.17144799,539757,-229,249,-1097,321,-51,1072,76,-347,-593,0
1437197923.80585599,540303,-47,285,-999,169,-269,958,-109,-454,-549,0
1437197924.31889200,540849,-20,225,-935,158,118,387,-258,-433,-514,0
1437197924.82219601,541393,-61,257,-941,32,85,34,-232,-386,-537,0
1437197925.39527202,541858,-112,165,-963,-91,269,-104,-257,-386,-527,0
1437197925.77145195,542324,-197,372,-1177,160,295,-37,-190,-328,-542,0
1437197926.26971984,542787,-128,217,-758,238,30,528,-163,-352,-535,0
1437197926.68778801,543252,-160,327,-1092,56,59,684,-234,-355,-519,0
1437197927.24142790,543716,-101,61,-695,-2,-657,747,-294,-296,-507,0
1437197927.65414000,544142,-56,201,-948,-90,57,232,-400,-212,-452,0
1437197927.96328783,544565,-108,181,-1007,-43,212,-163,-382,-181,-468,0
1437197928.38186002,544989,-222,92,-933,12,187,-289,-353,-210,-486,0
1437197928.92505598,545414,-228,126,-953,-368,271,-336,-322,-237,-498,0
1437197929.17793202,545798,-49,337,-1114,28,499,-105,-284,-237,-515,0
1437197929.72323203,546182,-255,356,-1172,9,30,145,-227,-232,-552,0
1437197930.13733983,546567,-129,-40,-856,189,218,483,-210,-241,-559,0
1437197930.55243587,546951,-169,85,-727,144,-245,742,-245,-194,-553,0
1437197930.98492384,547337,-317,70,-1027,160,-349,419,-293,-134,-536,0
1437197931.21061587,547722,-183,187,-1263,-66,203,-5,-330,-112,-512,0
1437197931.59010005,548108,-66,273,-697,8,51,47,-300,-98,-531,0
1437197932.00219584,548493,-113,161,-964,-96,277,-38,-270,-79,-548,0
1437197932.40919185,548874,-150,91,-1032,-68,124,-337,-236,-70,-572,0
1437197932.66239190,549258,-164,117,-915,-72,-812,-293,-226,-103,-572,0
1437197933.03862000,549641,16,146,-544,-192,494,-173,-308,-127,-527,0
1437197933.46284389,550023,-163,20,-1057,23,300,-131,-244,-145,-563,0
1437197933.87593603,550407,-138,103,-1088,-235,338,16,-188,-163,-584,0
1437197934.28949594,550749,-35,-73,-990,-55,34,-499,-178,-127,-584,0
1437197934.70473194,551093,-114,140,-908,180,-10,-500,-151,-157,-589,0
1437197935.21543598,551436,-102,-197,-665,-12,215,-663,-119,-211,-587,0
1437197935.54665184,551779,-33,-15,-886,-1,-22,-569,-68,-242,-591,0
1437197936.07488799,552124,-71,4,-1064,-56,232,-462,-87,-268,-585,0
1437197936.48923182,552467,-97,-59,-690,-62,7,-223,-53,-300,-586,0
1437197936.82011604,552809,-15,86,-1092,20,-88,-329,-35,-318,-592,0
1437197937.10226798,553153,-2,4,-1019,-172,-80,-509,-16,-364,-581,0
1437197937.42542005,553537,-52,70,-1185,157,-20,-646,30,-370,-580,0
1437197937.64753199,553920,-81,-59,-1069,-105,47,-550,57,-364,-572,0
1437197938.06674004,554302,-96,-7,-1194,96,59,-378,93,-332,-577,0
1437197938.47598386,554724,-13,-54,-1052,95,52,-241,191,-354,-559,0
1437197938.89007592,555149,4,-56,-1077,-3,-543,-232,208,-363,-553,0
1437197939.41031194,555569,44,6,-955,49,35,-94,162,-302,-565,0
1437197939.65574002,555993,29,-36,-929,15,26,18,166,-307,-565,0
1437197940.00863600,556416,21,42,-996,-69,13,-5,175,-311,-561,0
1437197940.44522405,556836,0,-3,-1005,-16,55,-3,180,-299,-564,0
1437197940.69112396,557256,24,-27,-900,9,26,-101,200,-299,-560,0
1437197941.05701590,557676,19,-10,-935,45,43,-30,199,-281,-565,0
1437197941.47677994,558096,18,25,-958,233,-26,10,203,-293,-560,0
1437197941.95848393,558518,23,-31,-1014,-2,-30,-202,195,-363,-541,0
1437197942.55366397,558902,14,-38,-910,-144,34,-209,219,-333,-535,0
1437197942.97787595,559286,38,-63,-865,-22,-53,-15,231,-296,-544,0
1437197943.23881602,559667,19,4,-953,-82,49,-98,223,-294,-544,0
1437197943.59113598,560048,24,-96,-1036,110,-46,-36,220,-285,-551,0
1437197944.00539994,560429,17,27,-1369,-71,-222,196,228,-337,-571,0
1437197944.42172003,560813,30,-53,-1149,122,-95,51,199,-342,-587,0
1437197945.10588384,561584,-41,89,-1126,-154,144,-233,-63,-405,-611,0
1437197945.39702797,561968,-135,4,-1081,-205,662,-129,42,-373,-624,0
1437197945.89914799,562354,-196,-221,-1045,-229,641,-1148,219,-258,-611,0
1437197946.18433595,562739,-49,-89,-1022,376,-34,-1345,277,-103,-560,0
1437197946.63947582,563081,-12,-85,-1121,-124,82,-1676,203,0,-569,0
1437197946.94755983,563426,51,-12,-1025,-65,145,-1867,44,90,-574,0
1437197947.21768785,563769,82,-21,-975,-23,136,-1818,-97,70,-570,0
1437197947.57080793,564114,40,-51,-985,13,72,-1775,-220,-74,-574,0
1437197947.93092799,564456,50,16,-983,-9,111,-1883,-238,-224,-572,0
1437197948.29000783,564799,45,11,-1082,33,-475,-751,-259,-367,-524,0
1437197948.58420801,565143,52,18,-966,10,-59,48,-294,-451,-483,0
1437197948.87645197,565486,-6,-15,-792,-196,240,144,-292,-361,-477,0
1437197949.28445983,565831,-26,52,-904,2,383,144,-283,-314,-505,0
1437197949.62367201,566133,-31,4,-943,84,369,696,-218,-302,-537,0
1437197950.00089192,566435,-22,-58,-661,-92,21,733,-213,-252,-560,0
1437197950.34641194,566736,-37,55,-850,125,-1021,466,-334,-193,-509,0
1437197950.77239990,567040,-67,85,-870,93,-253,258,-421,-183,-436,0
1437197951.09945583,567342,-67,57,-940,-122,274,-145,-424,-141,-424,0
1437197951.46552396,567646,-159,114,-950,-37,43,-278,-391,-145,-459,0
1437197951.89560390,567949,-335,92,-1585,-185,841,-362,-338,-198,-488,0
1437197952.14375591,568250,-234,24,-1005,47,169,-25,-239,-229,-555,0
1437197952.34293604,568550,-92,-76,-657,-87,-326,45,-250,-220,-546,0
1437197952.76018786,568853,-251,98,-1260,-120,-417,-59,-310,-211,-515,0
1437197953.12122798,569156,-71,110,-891,-109,-130,-71,-335,-207,-495,0
1437197953.55994797,569499,-227,187,-1089,1,59,-95,-348,-221,-484,0
1437197953.93965197,569842,-149,203,-1099,80,495,-7,-344,-233,-488,0
1437197954.18188000,570186,-206,424,-1002,53,-41,496,-287,-247,-520,0
1437197954.59586787,570529,-137,330,-1347,-91,-438,436,-300,-192,-517,0
1437197954.84528399,570915,-197,222,-1074,-64,117,31,-375,-157,-466,0
1437197955.14209986,571301,-229,53,-1020,59,-63,-56,-365,-155,-477,0
1437197955.42537594,571727,-353,19,-915,67,-7,155,-359,-145,-477,0
1437197955.66250396,572150,-258,152,-1081,29,1202,-18,-333,-70,-501,0
1437197956.04967594,572575,-215,65,-1013,107,-124,18,-150,-98,-596,0
1437197956.42766786,573000,-170,240,-1243,107,23,-65,-173,-132,-587,0
1437197956.86223197,573424,-153,126,-1086,-432,38,-241,-141,-106,-591,0
1437197957.20778394,573848,-160,114,-1072,-6,-171,-144,-131,-87,-596,0
1437197957.59126401,574232,-7,9,-714,-17,-169,-303,-146,-134,-597,0
1437197958.19161987,574616,-103,-149,-904,-54,-112,-1190,-169,-189,-590,0
1437197958.43763590,574998,-75,34,-1205,-206,-1,-1256,-172,-277,-580,0
1437197958.88377595,575383,-72,-18,-932,-203,179,-1378,-97,-298,-576,0
1437197959.25602794,575766,17,-17,-913,-263,266,-1600,40,-268,-590,0
1437197959.60124803,576109,37,87,-1444,46,314,-1354,122,-265,-594,0
1437197959.98226404,576454,33,-68,-1135,239,97,-797,159,-192,-595,0
1437197960.32439184,576797,60,-70,-998,61,433,-88,252,-194,-570,0
1437197960.64007187,577100,34,-54,-1019,-9,-445,164,307,-186,-538,0
1437197960.84055591,577403,0,-6,-917,0,34,153,258,-158,-555,0
1437197961.22297192,577703,8,-80,-890,-63,57,49,255,-173,-562,0
1437197961.47483182,578004,60,34,-914,-35,386,14,262,-171,-547,0
1437197961.84908390,578306,49,-42,-973,-49,90,62,314,-176,-523,0
1437197962.25327182,578609,66,14,-968,-45,-16,66,324,-180,-515,0
1437197962.50243998,578912,68,23,-961,43,-11,-15,318,-178,-519,0
1437197962.81040382,579216,57,-44,-929,-32,-1,24,315,-186,-519,0
1437197963.13506794,579519,53,-15,-844,-42,-52,64,306,-187,-523,0
1437197963.55072784,579822,66,32,-934,-3,-22,27,298,-180,-527,0
1437197963.84598804,580124,133,235,-1228,-91,-11,-54,286,-176,-531,0
1437197964.12799597,580425,37,-87,-923,72,-43,-110,288,-165,-532,0
1437197964.37006402,580729,12,-126,-781,78,24,18,286,-163,-534,0
1437197964.78634000,581033,110,-34,-1028,-58,-165,21,272,-212,-546,0
1437197965.03943205,581335,70,-6,-1106,-33,-209,50,256,-211,-557,0
1437197965.27841592,581638,44,-72,-938,-47,159,42,235,-175,-561,0
1437197965.60767198,581941,49,-58,-990,5,619,34,278,-197,-540,0
1437197965.97085595,582246,61,167,-1196,5,-54,18,342,-205,-500,0
1437197966.30892801,582550,115,22,-984,-26,-173,-54,326,-204,-507,0
1437197966.55609584,582853,87,25,-1002,72,101,-26,313,-196,-518,0
1437197966.93204784,583156,76,-24,-1050,-22,55,22,325,-217,-508,0
1437197967.33656788,583459,89,12,-1061,-45,-196,43,333,-220,-504,0
1437197967.92755604,583762,100,60,-986,-124,-228,-4,269,-215,-542,0
1437197968.16982794,584065,28,13,-1105,-66,-47,-54,217,-208,-567,0
1437197968.42113185,584368,93,16,-1073,-36,-388,-3,201,-202,-577,0
1437197968.89611602,584671,100,16,-790,28,502,-123,148,-191,-594,0
1437197969.12690401,585095,89,79,-998,69,345,-119,253,-185,-555,0
1437197969.49120784,585519,109,77,-888,143,3,72,283,-197,-542,0
1437197969.92345595,585982,45,1,-875,-185,-50,-18,279,-214,-529,0
1437197970.11557198,586443,47,-4,-959,-101,-35,-101,265,-170,-548,0
1437197970.37079191,586907,88,118,-1144,12,-107,-134,245,-158,-558,0
1437197970.77965593,587373,94,51,-1056,0,38,-84,233,-142,-564,0
1437197971.24281597,587838,89,21,-999,26,30,-72,240,-135,-563,0
1437197971.64916396,588261,88,73,-1012,0,58,-57,253,-138,-559,0
1437197972.06972003,588644,71,-10,-978,26,19,-38,264,-139,-555,0
1437197972.48364782,589044,67,0,-929,-44,41,-56,268,-137,-553,0
1437197972.89107585,589444,51,53,-1027,-5,47,-90,274,-137,-553,0
1437197973.25578785,589845,40,-29,-999,-21,415,-83,292,-125,-546,0
1437197973.66820002,590208,59,18,-1080,61,-96,-40,311,-118,-527,0
1437197974.14310002,590570,78,-20,-985,-72,-190,145,267,-122,-553,0
1437197974.40454388,590931,16,-5,-962,66,-14,-23,267,-114,-558,0
1437197974.75639987,591293,9,-10,-896,-220,47,68,262,-100,-552,0
1437197975.02356386,591653,82,-30,-1050,-23,53,-84,250,-121,-564,0
1437197975.43792796,592014,23,-30,-1057,-3,228,-99,250,-115,-562,0
1437197975.81993985,592336,-91,76,-994,189,376,-85,249,-41,-545,0
1437197976.15831995,592657,-16,46,-999,-13,7,-6,221,65,-552,0
1437197976.57720399,592976,-27,45,-1015,-23,10,-11,223,83,-550,0
1437197976.95568395,593296,-36,44,-1010,-17,7,-17,223,86,-551,0
1437197977.17722392,593616,-1,53,-983,-14,12,-5,222,87,-551,0
1437197977.43961191,593936,-7,44,-996,-11,6,4,223,88,-551,0
1437197977.79078794,594256,-11,32,-990,-8,20,-14,222,88,-551,0
1437197978.21183205,594577,-22,46,-985,-9,5,-12,221,87,-551,0
1437197978.55710387,594897,-25,30,-1003,-20,13,2,222,86,-551,0
1437197978.89737201,595217,-2,41,-1005,-13,14,-3,222,94,-549,0
1437197979.24536800,595537,-11,34,-1003,-10,8,-1,221,97,-550,0
1437197979.65459204,595857,-16,42,-992,-8,15,-10,222,94,-551,0
1437197979.88352799,596178,-18,37,-1000,-14,10,-11,223,94,-550,0
1437197980.23777199,596498,-10,46,-994,-15,10,-7,221,95,-551,0
1437197980.48492002,596818,-14,43,-1004,-12,12,-4,222,96,-550,0
1437197980.72511196,597139,-16,38,-989,-9,14,-6,221,95,-552,0
1437197981.06911182,597459,-22,41,-1005,-11,6,-4,221,97,-551,0
1437197981.31318784,597779,-8,44,-996,-9,11,-6,221,96,-549,0
1437197981.63022399,598099,-24,41,-1010,-11,8,-8,222,96,-552,0
1437197981.99458385,598419,-15,43,-988,-5,12,-1,221,97,-552,0
1437197982.32063198,598740,-16,48,-1001,-11,8,-3,220,97,-551,0
1437197982.55875587,599061,-19,43,-992,-9,13,-1,222,96,-551,0
1437197982.93385983,599381,-14,47,-1001,-12,8,-6,222,96,-551,0
1437197983.17795587,599701,-22,35,-995,-14,6,-7,221,98,-550,0
1437197983.56419587,600021,-25,46,-992,-14,9,-9,222,95,-550,0
1437197983.82042384,600342,-21,39,-996,-9,17,-6,222,94,-552,0
1437197984.27459598,600662,-23,45,-994,-11,16,-4,221,98,-550,0
1437197984.52146387,600982,-11,45,-1001,-14,4,-9,222,96,-550,0
1437197984.75664783,601302,-15,40,-999,-6,14,-7,222,95,-553,0
1437197985.04067588,601623,-16,42,-1003,-9,3,-6,221,98,-550,0
1437197985.31403184,601943,-12,46,-988,-10,13,-4,220,97,-551,0
1437197985.66095996,602263,-10,43,-1002,-10,12,-3,222,95,-553,0
1437197985.98557997,602583,-17,48,-999,-9,2,0,221,98,-551,0
1437197986.35080385,602903,-14,46,-994,-13,12,-7,222,97,-551,0
1437197986.61612797,603224,-23,39,-1007,-13,8,-4,222,96,-550,0
1437197986.93160391,603544,-13,46,-1001,-9,10,0,222,97,-551,0
1437197987.24363589,603865,-11,38,-1000,-16,13,-3,222,98,-551,0
1437197987.51373601,604144,-17,44,-995,-12,9,-11,223,96,-551,0
1437197987.94129205,604425,-13,48,-1000,-16,6,-9,222,96,-551,0
1437197988.26309586,604705,-10,49,-1005,-7,10,0,221,96,-550,0
1437197988.57915998,604985,-22,39,-1012,-10,10,-4,222,96,-552,0
1437197988.97049189,605265,-12,41,-1003,-11,3,-9,222,96,-552,0
1437197989.19951987,605546,-14,47,-1001,-11,10,-2,221,99,-551,0
1437197989.61363602,605826,-11,39,-1001,-7,8,-2,221,98,-551,0
1437197989.97179985,606106,-15,40,-1007,-9,14,-6,223,95,-552,0
1437197990.21498799,606387,-16,48,-1008,-15,9,-7,221,98,-551,0
1437197990.44597602,606707,-14,35,-1002,-10,10,-5,221,97,-551,0
1437197990.80008388,607027,-24,42,-987,-11,2,-6,222,98,-552,0
1437197991.21894002,607347,-6,47,-995,-8,11,-6,221,97,-552,0
1437197991.45732403,607668,-18,44,-998,-15,14,-3,222,96,-550,0
1437197991.84454393,607988,-12,37,-1003,-12,13,-9,221,96,-551,0
1437197992.25970793,608308,-23,44,-996,-8,9,-3,221,96,-552,0
1437197992.51515985,608628,-9,41,-1001,-6,7,-8,220,97,-550,0
1437197992.76985192,608949,-13,47,-1003,-10,6,-2,221,96,-551,0
1437197993.11806798,609269,-10,34,-1000,-5,12,3,221,97,-552,0
1437197993.43750787,609589,-25,43,-1001,-10,4,-5,220,98,-549,0
1437197993.70146799,609949,-18,47,-1002,-14,15,-5,220,99,-550,0
1437197994.11251187,610309,-17,48,-990,-8,11,-2,221,97,-552,0
1437197994.36225200,610669,-8,47,-1008,-9,0,-2,220,97,-550,0
1437197994.59786797,611029,-26,48,-992,-15,0,-6,220,97,-552,0
1437197995.04496789,611389,-21,51,-1005,-12,5,-4,220,97,-550,0
1437197995.29709196,611749,-17,42,-996,-12,6,-3,220,99,-549,0
1437197995.52709198,612109,-15,52,-1004,-13,4,-3,220,97,-550,0
1437197995.82834005,612469,-15,44,-1005,-13,10,-7,220,96,-550,0
1437197996.28149199,612829,-24,38,-1001,-6,6,-4,220,99,-549,0
1437197996.54561996,613189,-4,47,-998,-10,12,-4,221,96,-550,0
1437197997.04979992,613549,-15,43,-1004,-5,15,0,221,96,-550,0
1437197997.43472385,613909,-19,45,-995,-10,6,-2,220,96,-551,0
1437197997.69599986,614269,-20,47,-989,-8,11,-1,220,96,-551,0
1437197998.07812786,614629,-24,42,-1009,-6,13,0,219,97,-550,0
1437197998.47032785,614989,-7,43,-997,-8,3,-2,220,95,-551,0
1437197998.72447586,615309,-25,49,-997,-15,11,-7,221,98,-552,0
1437197999.08957195,615629,-23,48,-1002,-10,6,-7,220,96,-550,0
1437197999.32686400,615949,-21,44,-1003,-10,18,-1,220,99,-551,0
1437197999.69985986,616269,-14,47,-996,-8,4,-9,221,96,-551,0
1437198000.05505586,616589,-13,44,-996,-11,3,-6,221,96,-549,0
1437198000.30507183,616909,-27,42,-1004,-10,6,-2,219,97,-551,0
1437198000.62740803,617229,-9,47,-997,-9,10,-3,221,95,-550,0
1437198000.98142385,617549,-14,42,-999,-10,9,-4,220,97,-550,0
1437198001.25462794,617869,-26,50,-992,-11,8,-9,221,98,-551,0
1437198001.60117197,618189,-24,45,-1007,-9,8,-2,220,96,-552,0
1437198001.97388387,618509,-24,41,-1004,-5,8,0,221,97,-551,0
1437198002.21093202,618830,-10,44,-1008,-11,15,0,220,97,-550,0
1437198002.63519597,619110,-21,50,-997,-11,7,-8,221,97,-552,0
1437198003.04917192,619391,-10,49,-997,-5,4,-2,221,95,-550,0
1437198003.55241203,619671,-18,41,-999,-10,8,-5,219,98,-549,0
1437198003.88277984,619951,-10,45,-1004,-12,9,-3,223,97,-551,0
1437198004.17978787,620232,-13,51,-1007,-6,5,-8,220,96,-551,0
1437198004.48787189,620552,-23,49,-1002,-14,11,-9,221,97,-550,0
1437198004.71790385,620872,-10,43,-990,-8,12,-4,220,98,-550,0
1437198005.04545999,621193,-14,41,-1000,-6,2,0,221,95,-551,0
1437198005.41541982,621513,-14,53,-999,-11,2,-7,220,99,-550,0
1437198005.64960790,621873,-15,41,-1006,-12,5,-6,221,97,-551,0
1437198005.89837193,622232,-15,42,-999,-12,4,-6,221,98,-550,0
1437198006.28751993,622634,-10,58,-996,-11,6,-3,219,98,-549,0
1437198006.53187585,623034,-11,45,-1006,-9,11,-1,220,97,-551,0
1437198006.78900003,623434,-22,49,-995,-6,8,-3,220,97,-550,0
1437198007.24397588,623834,-9,40,-997,-9,4,-3,220,99,-549,0
1437198007.65833592,624195,-16,51,-996,-10,7,-7,221,96,-551,0
1437198007.93208790,624556,-17,37,-993,-9,9,-4,220,98,-550,0
1437198008.35344791,624916,-13,51,-1015,-7,8,0,221,96,-551,0
1437198008.65663195,625276,-15,39,-993,-8,2,-4,222,97,-550,0
1437198009.01269197,625635,-19,41,-995,-13,8,-7,220,99,-549,0
1437198009.45738387,625995,-17,45,-1006,-10,3,-6,221,96,-551,0
1437198009.69233203,626316,-22,49,-1001,-10,7,0,221,96,-550,0
1437198009.99916792,626636,-23,47,-995,-12,6,-5,220,98,-549,0
1437198010.37837195,626956,-7,39,-988,-3,11,-2,220,98,-549,0
1437198010.69953990,627235,-17,49,-1004,-3,6,2,221,96,-550,0
1437198011.13767600,627516,-15,43,-993,-10,7,-1,221,99,-550,0
1437198011.40985203,627796,-8,52,-997,-5,12,0,221,98,-549,0
1437198011.83142805,628076,-14,43,-1007,-8,2,0,221,97,-551,0
1437198012.07345986,628356,-12,46,-1003,-11,1,-6,221,96,-551,0
1437198012.38329983,628636,-14,39,-1001,-5,3,-3,221,97,-550,0
1437198012.66533995,628916,-19,48,-992,-10,6,-3,221,95,-551,0
1437198012.97517991,629196,-13,41,-1001,-8,4,-3,222,98,-551,0
1437198013.27579188,629516,-27,54,-1000,-9,8,-1,220,98,-549,0
1437198013.50867200,629836,-13,43,-1004,-7,1,-3,219,98,-549,0
1437198013.76982784,630156,-16,47,-988,-6,11,-3,220,98,-551,0
1437198014.11204386,630476,-8,46,-996,-10,3,-6,221,97,-549,0
1437198014.44118404,630796,-15,45,-995,-13,10,-5,220,96,-548,0
1437198014.66134405,631116,-6,46,-1003,-10,8,-6,221,98,-551,0
1437198015.01126790,631436,-10,45,-996,-16,2,-9,220,98,-550,0
1437198015.27054787,631756,-12,36,-996,-9,6,-5,220,98,-550,0
1437198015.59255195,632076,-16,51,-1010,-8,6,-3,220,96,-551,0
1437198015.85658002,632396,-5,36,-1001,-2,10,-3,220,98,-551,0
1437198016.37393999,632716,-21,51,-1001,-9,11,-3,221,98,-551,0
1437198016.69736791,633036,-18,41,-992,-12,14,-6,221,97,-552,0
1437198016.93595982,633356,-12,50,-999,-8,6,2,221,97,-551,0
1437198017.37221599,633677,-12,48,-1004,-10,3,2,220,98,-549,0
1437198017.70994401,633996,-11,44,-1012,-9,3,-7,220,97,-550,0
1437198018.03853989,634316,-16,43,-999,-2,9,4,221,96,-551,0
1437198018.34272790,634636,-10,44,-992,-10,12,-7,220,99,-549,0
1437198018.69139600,634957,-12,42,-994,-12,6,0,220,99,-548,0
1437198019.00201583,635277,-15,44,-1000,-11,3,-5,221,96,-550,0
1437198019.42004800,635598,-6,45,-999,-9,11,-4,220,98,-549,0
1437198019.70057201,635918,-8,47,-1010,-6,3,-1,221,98,-549,0
1437198020.03390384,636238,-7,42,-1005,-4,4,1,220,98,-551,0
1437198020.30997586,636598,-15,51,-992,-7,4,-8,220,97,-549,0
1437198020.54365182,636958,-13,49,-1000,-8,9,-3,220,98,-549,0
1437198020.79372001,637318,-16,35,-989,-9,10,-8,221,98,-551,0
1437198021.22321200,637711,0,52,-992,-5,9,-4,221,98,-550,0
1437198021.59723186,638070,-5,40,-1001,-7,8,-1,221,86,-551,0
1437198021.84212804,638431,-15,30,-971,-2,13,-12,222,14,-559,0
1437198022.23737597,638791,-5,9,-1025,0,23,-5,223,-12,-562,0
1437198022.65780783,639112,-1,53,-1042,8,13,0,223,-8,-560,0
1437198023.14937997,639432,-40,14,-1026,24,2,0,225,-45,-567,0
1437198023.51732802,639753,-18,0,-948,128,48,11,229,-67,-569,0
1437198023.76216793,640073,-44,6,-996,36,33,19,237,-96,-569,0
1437198024.17616796,640393,-12,-6,-938,-86,52,-9,239,-104,-568,0
1437198024.46221995,640715,4,-6,-1126,98,8,-10,240,-131,-572,0
1437198024.73041582,641036,30,-72,-1081,-74,-215,-168,258,-171,-568,0
1437198025.22290397,641359,59,-91,-1003,-97,9,-358,218,-141,-577,0
1437198025.49573588,641681,50,-23,-1051,132,186,-145,161,-113,-600,0
1437198025.76791191,642005,26,-51,-1033,-89,110,123,175,-118,-599,0
1437198026.25943184,642329,45,-20,-943,-101,325,6,210,-87,-585,0
1437198026.53214383,642652,36,-25,-830,-17,253,-846,235,8,-573,0
1437198026.86313987,642973,43,14,-944,285,-136,-1084,224,34,-567,0
1437198027.35155582,643293,49,39,-1009,365,413,-354,139,66,-573,0
1437198027.59159994,643657,22,-38,-1043,58,-117,46,161,32,-579,0
1437198027.84877205,644019,26,-61,-1037,-498,68,192,159,8,-592,0
1437198028.14983988,644381,47,6,-1045,-73,-619,189,133,35,-588,0
1437198028.50105596,644785,41,27,-1074,-26,639,-133,98,15,-599,0
1437198028.77101183,645187,37,73,-1166,-24,-14,-176,184,-1,-576,0
1437198029.05118394,645590,6,-71,-1106,33,7,-16,164,21,-578,0
1437198029.40109587,645990,40,-19,-1141,-48,-17,4,162,15,-582,0
1437198029.80449200,646352,9,-57,-954,-25,-38,-82,149,56,-579,0
1437198030.17877984,646712,-27,-55,-836,-215,147,-101,148,140,-560,0
1437198030.49477601,647077,53,-7,-833,74,-5,-24,161,157,-547,0
1437198030.83905983,647440,59,11,-875,91,-14,69,158,141,-552,0
1437198031.15824795,647804,24,15,-1120,71,-362,15,145,100,-568,0
1437198031.75958800,648127,11,41,-997,11,-96,-51,99,101,-581,0
1437198032.04047990,648449,-4,31,-1035,-32,57,-62,81,101,-585,0
1437198032.39702797,648774,29,54,-962,-6,318,-86,106,109,-581,0
