timestamp,SCALED_IMU2.time_boot_ms,SCALED_IMU2.xacc,SCALED_IMU2.yacc,SCALED_IMU2.zacc,SCALED_IMU2.xgyro,SCALED_IMU2.ygyro,SCALED_IMU2.zgyro,SCALED_IMU2.xmag,SCALED_IMU2.ymag,SCALED_IMU2.zmag,SCALED_IMU2.temperature
1437196569.18893194,398583,57,35,-1007,-25,25,14,139,43,-555,0
1437196569.54730797,398986,111,7,-1104,28,57,-156,134,39,-556,0
1437196570.04627991,399390,90,40,-930,156,412,-106,214,48,-517,0
1437196570.32963586,399755,104,82,-1098,5,-175,71,237,45,-500,0
1437196571.03188801,400120,77,-10,-1071,-50,-517,57,172,58,-535,0
1437196571.28596401,400480,59,67,-967,44,66,-56,128,73,-549,0
1437196571.63807988,400843,37,-66,-526,173,74,-75,143,184,-539,0
1437196572.00110388,401205,-7,6,-1008,-30,4,-54,130,167,-542,0
1437196572.34988403,401565,41,4,-998,-10,3,5,145,203,-543,0
1437196572.81241202,401925,27,-1,-996,-2,6,-9,144,207,-540,0
1437196573.08467197,402284,53,24,-1011,-7,11,-7,143,213,-542,0
1437196573.62790799,402644,29,7,-987,-6,3,-2,143,209,-542,0
1437196573.88818789,403004,40,19,-992,-4,14,2,145,201,-538,0
1437196574.18305993,403364,35,-3,-1000,-9,-3,-6,144,204,-542,0
1437196574.42711592,403725,45,5,-989,-2,14,2,144,207,-542,0
1437196574.74937987,404084,46,16,-990,-7,3,-7,144,203,-539,0
1437196575.01334405,404444,41,5,-1015,-8,-1,-27,144,213,-539,0
1437196575.43142796,404804,47,5,-978,-4,5,-5,142,219,-542,0
1437196575.91276002,405164,43,-4,-983,-4,11,-6,141,219,-543,0
1437196576.18782783,405524,51,-6,-1017,-7,14,8,143,212,-543,0
1437196576.67509198,405885,42,5,-997,-7,8,-8,142,216,-541,0
1437196577.11618400,406246,47,16,-982,-2,9,-3,144,207,-540,0
1437196577.36179590,406605,48,4,-1003,-9,1,-8,143,212,-542,0
1437196577.58941984,406966,45,-13,-1019,-10,6,0,144,210,-541,0
1437196577.84457588,407326,45,-8,-1016,-10,10,-1,144,208,-543,0
1437196578.25885201,407686,45,1,-1018,-11,1,-7,141,214,-541,0
1437196578.67288399,408047,45,11,-1008,-5,11,0,141,215,-541,0
1437196579.09513593,408407,47,5,-1020,-10,4,-7,143,210,-542,0
1437196579.57017589,408767,48,17,-985,-7,9,-2,145,209,-540,0
1437196580.05146790,409128,52,16,-982,-6,9,-4,142,210,-541,0
1437196580.29057193,409488,51,13,-995,-2,5,0,143,212,-542,0
1437196580.69176388,409849,49,1,-1011,-7,4,-1,142,215,-541,0
1437196580.94689989,410209,46,-10,-1021,-8,11,0,142,216,-543,0
1437196581.36411595,410569,45,3,-1015,-5,4,0,142,212,-543,0
1437196581.67824793,410929,48,10,-1002,-6,5,-3,143,212,-541,0
1437196581.92233205,411290,43,-1,-996,-8,12,-8,143,213,-542,0
1437196582.23624802,411650,50,2,-998,-2,5,-2,143,211,-541,0
1437196582.50448799,412010,41,5,-999,-5,4,-1,142,215,-541,0
1437196582.91850805,412371,48,6,-1009,-1,15,4,143,211,-543,0
1437196583.19364786,412691,38,8,-1005,-6,0,-4,142,213,-541,0
1437196583.50693202,413011,47,10,-994,-5,2,-8,142,215,-542,0
1437196583.91298795,413331,44,10,-989,-6,-2,0,145,208,-542,0
1437196584.36313987,413652,48,11,-992,-11,6,-7,142,215,-543,0
1437196584.60642791,413972,37,12,-999,-4,6,-1,140,215,-542,0
1437196584.83938384,414292,39,6,-986,-4,8,0,143,210,-540,0
1437196585.19066787,414612,39,14,-1002,-6,5,-4,144,207,-541,0
1437196585.50474787,414933,48,6,-1002,-2,11,-3,144,210,-541,0
1437196585.75211191,415254,44,7,-995,-5,15,1,144,207,-539,0
1437196586.13495588,415573,44,13,-996,-4,6,-4,146,206,-541,0
1437196586.37514782,415854,42,8,-998,-2,9,0,144,213,-540,0
1437196586.63522387,416134,45,7,-997,-9,-3,-8,143,212,-540,0
1437196586.96130395,416414,48,16,-1000,-5,6,-4,143,212,-542,0
1437196587.30451584,416694,37,7,-994,-1,7,3,143,209,-541,0
1437196587.63477182,416975,37,7,-1001,-5,12,-3,143,207,-540,0
1437196587.98098803,417255,45,9,-997,-7,5,0,142,211,-542,0
1437196588.30094790,417536,43,5,-1001,-3,5,-2,145,210,-543,0
1437196588.53716397,417816,41,-4,-1004,-8,11,-9,142,213,-540,0
1437196588.78519583,418096,44,2,-1011,-5,6,-2,144,207,-539,0
1437196589.22334003,418376,45,3,-1017,-10,4,-6,143,210,-542,0
1437196589.53957987,418656,47,-5,-1006,-5,5,-2,144,211,-541,0
1437196589.77552390,418936,47,11,-1002,-4,3,1,141,216,-542,0
1437196590.05768800,419217,49,-5,-1006,-3,10,-2,143,207,-540,0
1437196590.46473598,419497,42,7,-1002,-7,5,-6,142,213,-541,0
1437196590.77591991,419777,46,16,-998,-3,14,3,141,216,-542,0
1437196591.22418785,420097,47,16,-990,0,6,1,142,215,-540,0
1437196591.47529197,420417,40,0,-1003,-11,0,-4,143,207,-541,0
1437196591.78641987,420737,50,13,-987,-2,17,0,143,211,-540,0
1437196592.13753986,421057,52,15,-995,0,9,0,144,209,-538,0
1437196592.55182004,421417,43,-2,-1001,-2,8,-3,143,208,-541,0
1437196592.79085183,421777,42,9,-997,-6,17,-3,142,214,-541,0
1437196593.15699983,422137,36,7,-992,-2,2,0,141,215,-542,0
1437196593.47923589,422537,46,15,-991,-7,6,-4,144,211,-543,0
1437196593.79415202,422937,48,20,-1005,-2,7,0,143,212,-541,0
1437196594.04332805,423337,45,18,-979,0,8,0,144,210,-543,0
1437196594.54255986,423777,45,6,-1000,-7,5,2,142,217,-542,0
1437196594.95674396,424217,41,-4,-1013,-2,1,0,142,214,-541,0
1437196595.29591203,424657,47,-1,-997,-3,0,6,145,208,-540,0
1437196595.64203191,425097,46,21,-986,-4,12,6,145,208,-538,0
1437196596.06223989,425537,57,-2,-1008,-8,0,-5,144,212,-543,0
1437196596.47536802,425937,43,2,-1000,-9,6,-2,143,212,-541,0
1437196597.12865996,426337,45,4,-1002,-8,8,-6,143,211,-543,0
1437196597.46077991,426737,37,17,-982,-3,7,-3,144,213,-542,0
1437196597.76291203,427137,55,5,-987,-5,6,1,142,216,-542,0
1437196598.06710386,427537,44,3,-1005,-10,7,-2,143,209,-543,0
1437196598.48018384,427937,48,0,-1004,-8,3,1,142,216,-541,0
1437196598.78539205,428298,46,-1,-1008,-5,7,-2,143,211,-541,0
1437196599.16646791,428658,46,-4,-1015,-8,0,0,146,205,-539,0
1437196599.51472783,428978,37,11,-985,0,6,3,143,210,-540,0
1437196599.81746387,429299,45,2,-991,-2,7,-3,144,211,-540,0
1437196600.24194384,429619,53,7,-997,-12,2,-6,144,211,-542,0
1437196600.47895598,429939,48,15,-990,-3,11,-4,142,212,-540,0
1437196600.90219593,430259,46,7,-985,-4,13,0,143,212,-540,0
1437196601.30843592,430579,42,2,-998,-6,1,-1,143,213,-543,0
1437196601.58746004,430900,34,8,-997,-6,4,-2,141,218,-540,0
1437196601.89657593,431220,43,15,-980,0,19,0,143,211,-541,0
1437196602.24832392,431541,39,22,-987,0,9,6,145,210,-543,0
1437196602.57781982,431861,47,1,-1012,-2,3,-4,144,213,-539,0
1437196602.93123603,432181,49,0,-1009,-7,9,0,144,210,-539,0
1437196603.26613998,432501,56,1,-1008,-7,7,-6,145,206,-539,0
1437196603.52518392,432822,47,12,-975,-2,4,0,144,211,-541,0
1437196603.76350784,433142,48,16,-983,-5,11,-6,142,214,-541,0
1437196604.00450802,433462,50,9,-1010,-8,3,-2,145,208,-540,0
1437196604.44263601,433783,49,1,-1005,-6,14,-7,141,217,-542,0
1437196604.83099604,434103,40,12,-995,-3,3,-1,143,213,-539,0
1437196605.11186385,434423,45,20,-986,0,6,-2,142,217,-543,0
1437196605.59812784,434743,41,15,-997,0,11,1,144,213,-540,0
1437196605.83525991,435064,46,15,-1007,-4,8,4,144,213,-540,0
1437196606.07735586,435384,51,-7,-1020,-6,3,-1,143,211,-542,0
1437196606.45585585,435704,49,8,-1005,-2,-2,0,145,210,-541,0
1437196606.77169204,436025,46,-8,-1013,0,8,0,144,213,-541,0
1437196607.25383997,436345,38,15,-979,0,4,-1,145,211,-543,0
1437196607.49096799,436665,48,15,-988,3,9,0,142,211,-541,0
1437196607.76413202,436985,42,10,-990,0,5,1,145,212,-540,0
1437196608.08425188,437346,45,-3,-1017,-3,3,3,144,213,-542,0
1437196608.38749194,437706,44,-14,-1012,-8,2,-11,143,212,-540,0
1437196608.70752788,438066,45,17,-977,2,5,1,144,211,-538,0
1437196608.94860005,438426,48,23,-980,-5,3,-7,144,209,-541,0
1437196609.32975602,438786,44,25,-978,-4,7,-3,143,215,-541,0
1437196609.63280797,439147,46,14,-989,-3,2,-2,143,217,-541,0
1437196610.14601994,439507,44,1,-1012,-6,2,-8,144,208,-539,0
1437196610.56020784,439827,41,6,-1006,-4,12,0,143,213,-541,0
1437196610.97341204,440147,49,6,-1004,-6,6,-1,142,214,-540,0
1437196611.24159193,440467,45,-8,-1015,-5,5,-2,146,210,-540,0
1437196611.59367585,440787,39,-2,-1015,-5,9,-7,144,211,-541,0
1437196612.00688791,441107,45,-3,-995,-2,6,-1,143,214,-540,0
1437196612.49302793,441427,44,0,-1015,-7,7,-2,142,216,-542,0
1437196612.76813602,441747,46,9,-980,-9,4,-3,141,218,-541,0
1437196613.00425982,442067,56,0,-1014,-6,9,1,142,211,-538,0
1437196613.32437205,442427,52,-4,-1011,-9,13,0,142,214,-542,0
1437196613.66389203,442787,42,0,-999,-6,6,-3,145,213,-541,0
1437196614.00488400,443147,46,6,-991,-9,2,1,143,212,-540,0
1437196614.34686804,443547,50,-3,-1003,-7,9,-2,144,214,-542,0
1437196614.69895983,443947,41,4,-1010,-1,9,0,144,209,-541,0
1437196615.11220384,444347,42,0,-1007,-8,10,-3,142,214,-543,0
1437196615.52538800,444747,48,7,-987,-5,4,-5,142,212,-541,0
1437196615.87349582,445147,52,20,-979,0,0,-4,143,211,-540,0
1437196616.29243183,445547,45,21,-981,-4,5,5,145,209,-541,0
1437196616.69481587,445947,45,10,-995,-7,6,-2,143,214,-539,0
1437196616.94379997,446347,38,10,-987,-2,3,0,145,210,-541,0
1437196617.21697998,446747,51,21,-982,-7,8,-2,145,209,-539,0
1437196617.70217991,447147,47,23,-993,-2,8,0,142,217,-540,0
1437196618.03742790,447547,45,2,-1010,-2,7,-5,145,212,-542,0
1437196618.41461182,447947,55,1,-997,-4,9,-2,144,211,-540,0
1437196618.83367991,448307,54,17,-989,-1,7,-1,145,211,-541,0
1437196619.18791604,448627,50,10,-971,-2,8,-3,142,216,-543,0
1437196619.58803582,448947,52,9,-996,-6,2,-1,143,217,-540,0
1437196620.00827193,449267,51,3,-1005,-2,6,0,145,207,-539,0
1437196620.49841595,449587,44,11,-986,-1,1,0,144,214,-542,0
1437196620.73546791,449907,45,2,-996,-4,2,-5,142,217,-540,0
1437196620.97255588,450227,44,4,-1008,-6,1,0,144,211,-540,0
1437196621.32794785,450547,47,-5,-1003,-8,1,-1,146,206,-541,0
1437196621.80195189,450867,41,21,-981,0,10,-1,143,211,-538,0
1437196622.18534803,451187,43,20,-996,-2,3,2,143,214,-540,0
1437196622.41513991,451507,42,5,-998,0,5,-6,146,210,-539,0
1437196622.76830387,451827,43,-2,-1010,-3,9,2,144,211,-541,0
1437196623.01149201,452147,51,15,-987,-5,3,1,144,211,-539,0
1437196623.53167200,452507,47,-5,-1011,-2,4,0,146,209,-538,0
1437196624.07699990,452867,50,14,-995,-6,2,-5,145,210,-539,0
1437196624.43114805,453228,47,10,-992,-7,7,0,146,209,-540,0
1437196624.76828790,453627,48,4,-997,-4,5,5,143,217,-541,0
1437196625.07635593,454028,39,-10,-1014,-2,2,-4,146,210,-539,0
1437196625.59852004,454428,47,0,-1010,-6,9,-2,144,214,-541,0
1437196625.83458400,454868,45,1,-1003,-4,6,-6,142,216,-539,0
1437196626.08973193,455308,54,21,-986,-3,5,-3,148,208,-540,0
1437196626.43581986,455788,41,3,-1004,-7,0,4,145,209,-539,0
1437196626.83906388,456268,40,6,-1016,-4,0,0,144,211,-540,0
1437196627.32039595,456748,47,5,-998,-3,13,-2,144,215,-541,0
1437196627.74239588,457228,45,12,-993,-3,5,-5,143,217,-541,0
1437196628.35176396,457709,50,3,-997,-5,4,-6,145,214,-540,0
1437196628.60881186,458129,47,5,-1008,-1,3,-5,144,211,-538,0
1437196629.11401200,458549,53,6,-1019,-1,2,-3,144,216,-542,0
1437196629.64920402,458929,46,12,-990,-4,3,-4,143,215,-538,0
1437196629.93739986,459310,43,20,-989,-6,6,-2,146,207,-539,0
1437196630.48553991,459690,35,7,-996,-4,3,-4,144,213,-540,0
1437196630.84076786,460071,57,0,-1003,0,4,4,143,218,-537,0
1437196631.08760405,460451,48,14,-991,-3,8,-1,145,209,-539,0
1437196631.58709598,460831,54,12,-994,-5,10,-2,145,211,-539,0
1437196631.83119583,461212,48,10,-997,-6,6,-7,145,213,-539,0
1437196632.15333200,461592,48,1,-1001,-2,4,-1,147,211,-542,0
1437196632.59438801,461972,48,8,-997,-7,9,-5,144,216,-539,0
1437196633.00761604,462353,44,3,-1004,-5,3,-3,144,214,-542,0
1437196633.35577583,462733,54,16,-981,-2,-1,-4,145,212,-540,0
1437196633.63279986,463113,55,12,-991,-6,3,-4,144,214,-537,0
1437196633.96005583,463493,49,0,-1008,-7,-2,-6,145,213,-539,0
1437196634.34233594,463874,44,8,-993,-3,9,1,145,214,-538,0
1437196634.76433992,464214,47,2,-994,-1,6,-9,145,209,-538,0
1437196635.24165583,464554,49,19,-986,0,3,-1,145,210,-540,0
1437196635.66181588,464895,44,7,-978,-3,1,1,144,213,-538,0
1437196636.00785184,465235,39,11,-991,-7,5,0,145,214,-540,0
1437196636.45505595,465575,49,6,-1000,1,7,0,143,214,-540,0
1437196636.67317200,465915,55,-1,-1005,-4,4,1,145,211,-538,0
1437196636.94393182,466256,52,11,-991,0,3,-3,146,212,-540,0
1437196637.20551205,466636,50,1,-989,-5,0,-5,144,212,-540,0
1437196637.49666405,467016,41,9,-1000,0,11,2,143,215,-539,0
1437196637.87290001,467396,48,6,-1012,-7,2,-6,144,213,-540,0
1437196638.29884791,467736,40,12,-998,-2,14,-3,146,210,-539,0
1437196638.60288382,468076,54,4,-995,-3,1,2,146,211,-537,0
1437196638.94120002,468416,49,15,-985,-1,10,-4,144,212,-540,0
1437196639.21317196,468756,40,1,-1016,-3,3,-2,144,216,-539,0
1437196639.63823986,469096,45,3,-1003,-1,4,-1,145,211,-537,0
1437196639.97457194,469436,43,12,-987,-3,11,0,147,208,-540,0
1437196640.25777984,469776,49,7,-990,-9,6,-1,143,215,-539,0
1437196640.59278798,470116,51,8,-1001,-3,2,-9,144,214,-539,0
1437196640.97786784,470456,43,2,-1005,-6,5,-4,146,210,-539,0
1437196641.45153189,470756,53,2,-1003,-2,-1,-4,145,213,-538,0
1437196641.80328798,471056,39,15,-994,-2,11,-3,144,214,-537,0
1437196642.12147188,471356,41,17,-1001,0,3,0,146,215,-540,0
1437196642.47055602,471656,51,9,-1006,-6,-3,-5,145,213,-539,0
1437196642.71209598,471956,45,15,-1005,-5,5,-2,145,213,-539,0
1437196643.04903984,472256,53,18,-978,-8,3,-6,144,213,-538,0
1437196643.39495182,472556,47,13,-1000,0,3,-3,145,215,-542,0
1437196643.71309996,472856,41,15,-994,-1,11,1,145,213,-537,0
1437196643.94517183,473156,49,7,-1007,-1,1,-1,144,215,-540,0
1437196644.32437587,473456,50,7,-1000,-5,0,-4,146,210,-539,0
1437196644.54350400,473756,46,1,-1003,-2,4,-8,142,219,-539,0
1437196644.78377604,474056,46,10,-978,-3,12,-3,144,213,-538,0
1437196645.12162399,474396,40,8,-993,0,-1,2,144,214,-541,0
1437196645.46188784,474736,43,14,-989,1,5,1,144,213,-539,0
1437196645.78636003,475076,40,10,-993,-4,11,-2,143,214,-537,0
1437196646.03413582,475417,42,9,-992,-1,5,-1,146,215,-540,0
1437196646.39189601,475757,43,0,-1002,-3,-5,3,146,211,-538,0
1437196646.71831584,476097,40,0,-1009,-7,-1,-4,146,212,-537,0
1437196647.04851198,476437,48,6,-1001,-1,0,2,144,215,-541,0
1437196647.54071593,476778,46,4,-991,-3,4,0,144,217,-541,0
1437196647.84891200,477118,43,0,-997,0,0,0,146,209,-538,0
1437196648.08398795,477458,44,9,-996,-5,0,-6,143,217,-541,0
1437196648.37837982,477798,46,-6,-1007,-2,2,-3,144,214,-538,0
1437196648.68516803,478139,44,10,-989,-2,0,7,147,211,-538,0
1437196648.95720005,478479,45,-11,-1013,-4,-7,0,148,209,-539,0
1437196649.26333189,478779,48,3,-993,0,3,1,145,216,-539,0
1437196649.61307597,479080,35,21,-981,-3,1,-2,145,215,-538,0
1437196649.99380803,479380,48,-10,-1018,-5,4,0,147,210,-540,0
1437196650.32686400,479680,41,17,-993,-2,2,1,146,208,-539,0
1437196650.56488395,479980,55,0,-1004,-6,0,-2,145,212,-539,0
1437196650.85412788,480281,47,19,-982,0,4,-4,144,215,-539,0
1437196651.16221595,480581,50,-7,-997,-5,2,3,147,213,-540,0
1437196651.57645988,480881,42,13,-989,-4,2,-3,144,214,-537,0
1437196651.88567996,481182,43,12,-973,0,7,7,144,212,-538,0
1437196652.32783604,481482,46,10,-993,-2,1,-5,146,215,-539,0
1437196652.54592395,481782,47,1,-999,-4,0,-4,145,216,-539,0
1437196653.04894400,482082,41,0,-1000,-4,8,-6,147,213,-537,0
1437196653.36417603,482423,49,4,-1006,-6,2,-1,144,212,-541,0
1437196653.61021996,482763,47,-5,-1007,1,8,3,143,217,-539,0
1437196653.92735982,483103,46,3,-1008,0,4,-3,144,216,-538,0
1437196654.17155600,483483,50,-2,-1016,-5,3,-1,148,210,-539,0
1437196654.48658395,483863,52,13,-986,-6,6,-6,145,216,-539,0
1437196654.70975995,484244,51,-5,-1009,-7,0,-3,144,218,-540,0
1437196655.12295198,484624,50,10,-994,-5,5,-6,147,214,-541,0
1437196655.46936393,485005,46,-6,-1013,-5,2,-4,145,210,-538,0
1437196655.88836384,485385,39,9,-982,0,5,2,146,216,-540,0
1437196656.24246788,485725,52,-6,-1016,-8,-3,-8,146,213,-538,0
1437196656.56951594,486066,49,2,-1000,-4,8,-6,145,219,-539,0
1437196656.92265201,486406,45,10,-991,-2,5,0,145,214,-539,0
1437196657.27680802,486746,52,11,-994,3,4,4,145,218,-539,0
1437196657.58798385,487087,48,9,-995,-8,-1,-6,145,216,-538,0
1437196657.95709205,487427,41,-3,-1002,0,1,-5,147,210,-539,0
1437196658.38419199,487727,52,8,-1014,-5,7,8,145,215,-539,0
1437196658.87173200,488327,46,12,-1003,0,-1,5,145,215,-539,0
1437196659.13160396,488627,55,12,-993,-1,0,-6,146,212,-541,0
1437196659.44961190,488927,51,7,-994,-8,5,0,145,214,-538,0
1437196659.72072005,489228,48,10,-999,-3,4,1,144,216,-538,0
1437196660.13518405,489528,48,13,-995,-4,6,0,146,214,-540,0
1437196660.46931982,489828,43,18,-992,0,6,-6,146,212,-539,0
1437196660.70722389,490128,44,13,-985,-8,0,-1,146,212,-537,0
1437196661.06050396,490428,50,0,-1005,3,6,-2,145,213,-539,0
1437196661.47455597,490728,51,21,-991,-5,0,-4,146,213,-539,0
1437196661.81978798,491028,44,7,-1009,-4,6,0,145,216,-538,0
1437196662.30187201,491328,47,6,-986,-3,-1,-6,146,212,-537,0
1437196662.71616387,491628,47,7,-1009,0,-1,0,146,210,-540,0
1437196662.93618798,491928,52,4,-1001,2,6,0,144,216,-539,0
1437196663.17732382,492228,48,4,-1006,0,-6,-3,144,219,-540,0
1437196663.60642791,492528,52,13,-989,-5,2,-1,147,212,-539,0
1437196663.88956404,492828,46,2,-1005,-5,9,0,146,212,-540,0
1437196664.20299983,493128,49,6,-1002,-2,7,0,145,218,-537,0
1437196664.69092393,493428,43,13,-985,0,0,5,143,219,-539,0
1437196664.92694402,493768,44,10,-987,-1,3,-1,145,216,-538,0
1437196665.24526000,494108,52,12,-988,-2,0,-1,147,211,-535,0
1437196665.67830801,494448,57,8,-998,-7,10,-2,145,217,-540,0
1437196665.90028405,494828,49,1,-1010,-6,1,-2,144,217,-538,0
1437196666.23880005,495208,48,-1,-1007,-5,-3,0,146,215,-538,0
1437196666.65232801,495588,52,15,-982,3,0,0,147,209,-540,0
1437196667.00189185,496008,58,10,-989,-2,1,-7,144,219,-537,0
1437196667.38105202,496428,42,7,-982,-2,7,2,145,218,-541,0
1437196667.72231603,496888,41,6,-995,0,6,0,146,214,-537,0
1437196667.95757604,497348,42,0,-1008,-5,7,-4,144,215,-540,0
1437196668.30937600,497808,43,11,-989,-3,11,-2,146,213,-538,0
1437196668.75951600,498269,40,6,-999,-4,8,-2,146,213,-537,0
1437196669.34384394,498729,53,12,-1005,0,5,-1,146,218,-539,0
1437196669.75801587,499190,46,11,-992,-8,4,-5,144,218,-538,0
1437196670.12720799,499650,53,10,-989,-2,-1,-4,145,212,-539,0
1437196670.58535600,500050,53,12,-982,2,0,0,145,218,-539,0
1437196670.99949193,500450,51,14,-992,-1,-2,-8,148,210,-539,0
1437196671.47291994,500850,49,4,-994,1,-3,3,148,212,-538,0
1437196671.82585597,501211,58,14,-1002,4,-1,4,144,214,-538,0
1437196672.27314401,501572,39,7,-992,-5,3,0,148,214,-540,0
1437196672.59527993,501931,51,12,-1001,-4,2,-2,146,216,-538,0
1437196672.92443204,502292,47,0,-997,1,-2,-4,147,210,-538,0
1437196673.14640403,502653,44,6,-993,0,-1,4,146,215,-539,0
1437196673.49750400,503013,52,1,-998,-2,0,0,147,212,-537,0
1437196673.89789200,503373,51,6,-998,0,1,-3,147,211,-540,0
1437196674.24795604,503693,50,10,-1003,-7,-1,-5,147,210,-537,0
1437196674.48291993,504014,46,14,-995,-2,0,0,145,215,-537,0
1437196674.83217597,504334,42,11,-1004,-4,11,-3,148,213,-538,0
1437196675.09123588,504614,50,-1,-1003,1,0,3,147,213,-538,0
1437196675.42451191,504894,56,5,-1000,-1,-4,0,146,216,-539,0
1437196675.83059192,505174,50,3,-990,-1,-4,-2,146,214,-537,0
1437196676.24073195,505454,49,6,-996,-4,1,-1,146,216,-540,0
1437196676.65893602,505735,54,13,-1005,-1,4,-8,146,213,-539,0
1437196677.00632405,506015,59,5,-1002,-3,6,-1,145,218,-540,0
1437196677.37933183,506295,42,8,-987,1,3,8,147,210,-536,0
1437196677.59898782,506575,64,-2,-999,0,4,-1,147,214,-539,0
1437196677.94349599,506855,44,19,-991,-2,12,-4,147,214,-538,0
1437196678.18060803,507136,47,7,-994,-5,5,-1,147,213,-537,0
1437196678.51963186,507536,42,12,-981,-4,2,0,147,213,-538,0
1437196678.74078393,507936,57,8,-991,-1,4,-4,145,215,-536,0
1437196679.07711983,508336,51,-4,-1001,1,0,2,148,212,-539,0
1437196679.49221587,508776,51,12,-992,0,4,-5,146,217,-538,0
1437196679.90645194,509216,51,6,-1000,1,-5,3,145,217,-539,0
1437196680.25551605,509656,53,6,-989,2,0,1,146,218,-541,0
1437196680.57456803,510096,54,9,-994,-6,0,-5,146,219,-537,0
1437196681.04871583,510536,54,10,-1004,-1,4,2,147,213,-539,0
1437196681.41197991,510936,49,12,-987,-2,-2,-1,145,217,-538,0
1437196681.83011603,511336,53,9,-992,-2,0,0,145,217,-539,0
1437196682.30349588,511736,55,2,-999,-1,-3,-2,149,210,-538,0
1437196682.63943195,512136,45,3,-1001,-1,11,-11,145,215,-538,0
1437196682.99866390,512536,62,1,-992,-1,9,3,149,211,-538,0
1437196683.35969591,512896,49,2,-992,-2,-3,0,148,212,-537,0
1437196683.73697186,513256,54,14,-993,-4,0,0,147,211,-538,0
1437196684.15015602,513616,53,7,-992,-2,4,-3,146,215,-540,0
1437196684.48446393,513936,58,10,-1003,-2,-3,-3,146,215,-538,0
1437196684.81132388,514256,54,19,-981,-3,3,-3,147,213,-538,0
1437196685.14051199,514576,54,-2,-1007,-1,8,-4,145,214,-540,0
1437196685.42169189,514896,46,-3,-1000,-5,2,-2,145,214,-537,0
1437196685.69891191,515216,54,12,-994,0,6,0,146,219,-538,0
1437196686.03986788,515536,53,10,-997,-1,8,-3,147,211,-538,0
1437196686.58513188,515857,43,2,-1004,-2,3,4,146,217,-537,0
1437196686.93829584,516177,53,10,-996,0,-8,0,145,214,-537,0
1437196687.35337591,516497,46,20,-999,-2,6,-3,146,216,-539,0
1437196687.83571982,516817,52,4,-1005,1,6,3,147,215,-538,0
1437196688.18178797,517137,48,5,-998,-2,6,-4,145,218,-537,0
1437196688.62902784,517457,55,16,-984,-3,10,0,146,214,-540,0
1437196688.84836793,517777,47,-2,-990,-1,-5,-4,145,216,-537,0
1437196689.08001995,518098,53,2,-994,-1,2,-5,146,214,-538,0
1437196689.45845604,518418,37,16,-971,0,11,0,149,211,-539,0
1437196689.68028784,518859,52,3,-1000,0,4,5,146,216,-537,0
1437196689.92066383,519299,51,14,-986,-3,-4,8,145,216,-538,0
1437196690.26670790,519780,50,16,-1000,-4,2,-3,148,217,-539,0
1437196690.77494001,520259,52,6,-998,-5,-2,-2,145,217,-537,0
1437196691.28611994,520740,49,8,-991,-3,0,-2,147,214,-539,0
1437196691.71232390,521161,53,-13,-1011,-5,-2,-2,146,213,-536,0
1437196692.11177993,521581,50,10,-995,3,-2,0,147,217,-539,0
1437196692.58523989,521961,49,1,-1001,-1,7,0,146,216,-537,0
1437196693.00079203,522342,49,4,-995,0,7,-2,148,212,-539,0
1437196693.35193992,522722,56,0,-993,-7,0,-1,148,210,-537,0
1437196693.76604795,523103,51,12,-1002,-2,-2,-4,145,218,-537,0
1437196694.17932796,523483,52,5,-999,2,0,-1,146,215,-540,0
1437196694.43187189,523863,51,19,-987,-2,5,0,148,211,-538,0
1437196694.79961205,524244,51,7,-1001,0,4,-5,149,211,-537,0
1437196695.11602783,524624,47,20,-979,4,0,0,148,213,-537,0
1437196695.45074797,524964,56,-2,-1004,3,2,-1,148,213,-536,0
1437196695.83498383,525304,55,10,-990,2,5,1,147,214,-538,0
1437196696.18016386,525604,47,14,-978,1,0,-1,148,212,-538,0
1437196696.42226791,525905,45,-2,-1011,-2,0,-4,147,212,-536,0
1437196696.76043987,526205,50,13,-988,1,3,-5,145,217,-537,0
1437196697.14510393,526506,52,8,-984,0,-6,0,146,215,-539,0
1437196697.49067998,526806,49,2,-995,1,-2,0,146,216,-537,0
1437196697.84094787,527106,47,4,-1000,-3,10,-2,147,216,-537,0
1437196698.26412797,527406,48,-12,-1011,1,2,-2,146,213,-537,0
1437196698.73189592,527706,57,7,-1005,2,7,6,147,215,-539,0
1437196699.04933190,528006,51,15,-1008,-2,-2,-1,146,217,-538,0
1437196699.38354802,528306,52,7,-997,2,3,1,147,212,-539,0
1437196699.97571182,528607,51,-3,-1012,-3,0,2,148,212,-538,0
1437196700.46700001,528907,49,13,-978,-4,8,0,148,217,-537,0
1437196700.80417585,529208,48,9,-1007,0,-3,0,145,219,-537,0
1437196701.12132788,529548,59,0,-1005,1,0,0,147,218,-539,0
1437196701.45633602,529888,54,13,-988,0,10,3,146,218,-538,0
1437196701.69447184,530228,45,-2,-1011,-3,2,3,149,211,-536,0
1437196702.05070782,530569,54,9,-996,0,1,-1,147,212,-540,0
1437196702.40165997,530909,48,23,-986,0,-3,-4,148,211,-538,0
1437196702.73207593,531369,53,9,-1011,-1,9,5,148,213,-539,0
1437196702.95548797,531830,53,-2,-997,1,0,5,148,213,-538,0
1437196703.35843182,532411,55,-1,-999,0,-2,-3,149,213,-539,0
1437196703.71946001,533031,45,11,-994,1,-2,0,146,215,-536,0
