timestamp,GLOBAL_POSITION_INT.time_boot_ms,GLOBAL_POSITION_INT.lat,GLOBAL_POSITION_INT.lon,GLOBAL_POSITION_INT.alt,GLOBAL_POSITION_INT.relative_alt,GLOBAL_POSITION_INT.vx,GLOBAL_POSITION_INT.vy,GLOBAL_POSITION_INT.vz,GLOBAL_POSITION_INT.hdg
1437196448.12340784,277073,-352080152,1490435156,588760,1100,0,-3,398,31318
1437196448.46872401,277863,-352080183,1490435154,592260,4600,-113,-45,708,30355
1437196449.08396792,278467,-352080207,1490435143,595410,7750,-101,-40,389,30656
1437196449.56431985,278871,-352080228,1490435095,596900,9240,-18,-68,29,31106
1437196450.18247986,279477,-352080190,1490434961,597600,9940,144,-198,-33,31096
1437196450.66960001,280103,-352080127,1490434792,597660,10000,201,-284,-49,30848
1437196451.06868386,280468,-352080057,1490434604,597730,10070,223,-311,-25,30488
1437196451.51896787,280871,-352080002,1490434457,597800,10140,203,-250,-28,30655
1437196451.91619182,281275,-352079967,1490434331,597610,9950,190,-197,-69,30577
1437196452.60242391,281861,-352079932,1490434230,597130,9470,211,-150,-116,30152
1437196452.84146404,282266,-352079887,1490434143,596270,8610,233,-146,-192,29592
1437196453.28952384,282670,-352079839,1490434046,595130,7470,253,-161,-241,29445
1437196453.80105186,283074,-352079808,1490433947,594140,6480,231,-197,-197,29632
1437196454.21409988,283458,-352079780,1490433850,593270,5610,198,-224,-82,30089
1437196454.46514392,283861,-352079734,1490433773,592890,5230,168,-157,25,29888
1437196454.91343594,284265,-352079689,1490433747,592840,5180,134,-78,118,29952
1437196455.24564791,284666,-352079638,1490433749,593120,5460,134,-60,186,30364
1437196455.74267197,284866,-352079582,1490433752,593510,5850,143,-53,155,30376
1437196456.07693601,285266,-352079519,1490433752,593870,6210,151,-54,117,29957
1437196456.36028004,285668,-352079454,1490433749,594160,6500,158,-51,80,29450
1437196456.75308800,285868,-352079387,1490433745,594300,6640,168,-47,15,29147
1437196457.00731993,286268,-352079318,1490433738,594250,6590,175,-43,-53,29046
1437196457.80861187,287074,-352079213,1490433728,593340,5680,123,-53,-209,29536
1437196458.04171205,287275,-352079179,1490433720,592530,4870,94,-55,-247,29262
1437196458.71805596,287676,-352079141,1490433718,591660,4000,113,-51,-246,28195
1437196458.98023987,288099,-352079107,1490433714,591030,3370,110,-51,-183,27392
1437196459.39015603,288483,-352079082,1490433711,590510,2850,77,-33,-134,27751
1437196459.67952800,288664,-352079066,1490433706,590090,2430,68,-13,-78,28766
1437196459.95361590,289070,-352079046,1490433701,589880,2220,90,1,-20,29908
1437196460.22070003,289476,-352079013,1490433700,589860,2200,106,40,44,30543
1437196460.63606000,289861,-352078981,1490433730,590100,2440,52,137,110,30735
1437196460.88600802,290266,-352078969,1490433787,590550,2890,-11,195,168,30170
1437196461.25525188,290468,-352078978,1490433868,591140,3480,-40,247,179,29497
1437196461.66953588,290872,-352078995,1490433953,591740,4080,-41,263,166,29534
1437196461.91573596,291276,-352079012,1490434041,592300,4640,-29,277,140,29802
1437196462.26871586,291478,-352079018,1490434147,592810,5150,-30,312,128,29993
1437196462.50677991,291862,-352079028,1490434261,593290,5630,-40,331,106,30015
1437196462.81496382,292266,-352079042,1490434377,593670,6010,-48,343,86,29921
1437196463.22203183,292467,-352079065,1490434495,594120,6460,-50,358,91,29939
1437196463.57527590,292871,-352079089,1490434605,594610,6950,-54,365,97,29941
1437196463.84130383,293071,-352079114,1490434714,595060,7400,-53,347,67,29916
1437196464.19547200,293476,-352079137,1490434819,595480,7820,-44,307,33,29952
1437196464.57173586,293678,-352079151,1490434902,595710,8050,-39,266,-14,29752
1437196464.84590387,294102,-352079163,1490434977,595730,8070,-24,238,-61,29540
1437196465.24498391,294466,-352079167,1490435047,595630,7970,-7,211,-97,29710
1437196465.43804383,294669,-352079170,1490435114,595390,7730,21,192,-131,29839
1437196465.79331994,295072,-352079169,1490435176,594980,7320,40,172,-174,30007
1437196466.03620386,295274,-352079169,1490435224,594470,6810,44,142,-186,29847
1437196466.47658396,295678,-352079170,1490435270,593880,6220,48,126,-178,29520
1437196466.82866788,295879,-352079168,1490435322,593150,5490,46,119,-176,29180
1437196467.07586789,296281,-352079161,1490435370,592470,4810,62,118,-185,29260
1437196467.51490784,296665,-352079159,1490435417,591630,3970,38,105,-207,29352
1437196467.87003589,296868,-352079165,1490435454,590850,3190,12,95,-216,29440
1437196468.13720393,297270,-352079178,1490435491,590090,2430,10,96,-162,29406
1437196468.39025187,297472,-352079183,1490435529,589500,1840,6,93,-125,29278
1437196469.17270803,298280,-352079231,1490435593,588620,960,-112,55,-38,30080
1437196469.41980386,298482,-352079261,1490435605,588500,840,-102,27,-21,28930
1437196469.86202002,298865,-352079274,1490435604,588440,780,-62,-8,-10,28019
1437196470.18006802,299068,-352079275,1490435599,588370,710,-53,-14,-11,28020
1437196470.62625194,299469,-352079274,1490435592,588370,710,-46,-12,32,28028
1437196470.87229204,299873,-352079275,1490435588,588790,1130,-55,-1,135,27870
1437196471.21641183,300299,-352079280,1490435584,589340,1680,-83,-14,188,27690
1437196471.46060395,300663,-352079293,1490435578,589820,2160,-159,-26,107,27854
1437196471.84093189,300866,-352079343,1490435558,590040,2380,-226,-44,53,28104
1437196472.17787194,301270,-352079398,1490435528,590380,2720,-171,-51,39,27994
1437196472.62948799,301872,-352079458,1490435500,590590,2930,-146,-50,17,28849
1437196472.94532800,302278,-352079515,1490435473,590790,3130,-113,-70,9,30466
1437196473.32138395,302662,-352079562,1490435437,590920,3260,-62,-85,13,31877
1437196473.84063983,303085,-352079592,1490435389,590930,3270,-25,-88,-31,33088
1437196474.13272786,303670,-352079611,1490435343,590750,3090,3,-93,-62,34248
1437196474.66205192,304094,-352079620,1490435300,590610,2950,36,-101,-21,34442
1437196475.00410390,304477,-352079625,1490435271,590570,2910,6,-81,1,34298
1437196475.37924385,304881,-352079647,1490435247,590520,2860,-29,-58,-25,34032
1437196475.80475593,305082,-352079673,1490435231,590370,2710,-37,-45,-66,33822
1437196476.18357205,305463,-352079705,1490435216,590140,2480,-48,-35,-78,33792
1437196476.79101586,305863,-352079736,1490435207,589940,2280,-52,-20,-68,33827
1437196477.14211988,306265,-352079766,1490435206,589750,2090,-48,-8,-57,33950
1437196477.56325197,306467,-352079796,1490435208,589610,1950,-42,-4,-56,34139
1437196477.83947182,306871,-352079824,1490435209,589450,1790,-36,0,-61,34142
1437196478.17953992,307274,-352079848,1490435210,589220,1560,-31,-4,-83,33992
1437196478.70181584,307674,-352079864,1490435207,588980,1320,-21,-5,-70,33848
1437196478.94292402,307875,-352079877,1490435206,588850,1190,-8,0,-47,33971
1437196479.21608400,308277,-352079886,1490435206,588650,990,-10,1,-79,34091
1437196480.10738397,309079,-352079895,1490435202,588140,480,-7,1,24,33741
1437196480.51951194,309279,-352079895,1490435203,588240,580,-5,1,-49,33705
1437196480.97274804,309680,-352079889,1490435206,588220,560,1,12,-4,33700
1437196481.21869993,310100,-352079874,1490435209,588170,510,15,14,-5,33711
1437196481.49391198,310460,-352079860,1490435215,588110,450,26,17,-6,33723
1437196481.80350804,310680,-352079845,1490435227,588050,390,37,22,-6,33735
1437196482.31733990,311480,-352079818,1490435246,587980,320,51,28,-5,33762
1437196483.00559187,312281,-352079854,1490435235,587980,320,10,6,0,33785
1437196483.55149198,312661,-352079859,1490435241,587980,320,21,12,1,33799
1437196484.03813982,313081,-352079866,1490435247,587980,320,31,17,1,33815
1437196485.21354389,314662,-352079872,1490435275,588020,360,56,30,3,33870
1437196486.45501590,315663,-352079872,1490435270,588040,380,59,31,5,33912
1437196486.87735200,316103,-352079876,1490435252,588050,390,60,32,5,33922
1437196487.13641191,316263,-352079872,1490435255,588070,410,59,31,5,33937
1437196487.44861197,316664,-352079875,1490435240,588060,400,57,29,6,33949
1437196487.82968783,317064,-352079873,1490435240,588070,410,54,28,6,33962
1437196488.43207598,317664,-352079880,1490435256,588090,430,51,25,7,33985
1437196488.94125986,318104,-352079873,1490435263,588070,410,50,23,6,34000
1437196489.18548393,318464,-352079875,1490435261,588070,410,47,22,6,34011
1437196489.41952395,318685,-352079879,1490435254,588060,400,45,20,6,34021
1437196489.76765203,319085,-352079884,1490435268,588040,380,44,18,5,34036
1437196489.99064398,319485,-352079891,1490435275,588050,390,43,17,5,34046
1437196490.44992399,319685,-352079889,1490435275,588040,380,42,16,5,34058
1437196490.80197597,320105,-352079881,1490435280,588030,370,40,15,5,34068
1437196491.03219986,320485,-352079878,1490435281,588030,370,38,13,4,34078
1437196491.83744001,321085,-352079880,1490435290,588020,360,37,12,3,34098
1437196492.07674384,321465,-352079878,1490435302,587990,330,36,11,3,34105
1437196492.32280803,321685,-352079879,1490435307,587990,330,36,11,3,34115
1437196492.76899195,321865,-352079884,1490435308,587990,330,35,11,3,34123
1437196493.42241192,322665,-352079895,1490435297,587950,290,35,10,2,34138
1437196493.76721191,322865,-352079897,1490435292,587950,290,34,10,1,34145
1437196494.11755204,323085,-352079898,1490435289,587950,290,34,10,1,34152
1437196494.36051989,323485,-352079896,1490435303,587950,290,34,10,2,34160
1437196494.59475589,323685,-352079897,1490435314,587960,300,34,9,2,34169
1437196495.62505198,324685,-352079904,1490435296,587960,300,34,9,3,34191
1437196495.93919587,324885,-352079903,1490435286,587950,290,34,9,2,34197
1437196496.25853586,325265,-352079902,1490435280,587940,280,34,9,2,34205
1437196496.90762401,325865,-352079900,1490435284,587940,280,34,9,2,34219
1437196497.22380805,326265,-352079894,1490435285,587950,290,34,9,2,34226
1437196497.46799183,326465,-352079894,1490435286,587960,300,34,8,3,34235
1437196497.80295205,326866,-352079897,1490435298,587950,290,35,8,3,34243
1437196498.12224793,327066,-352079892,1490435294,587940,280,35,9,2,34251
1437196498.63144803,327867,-352079893,1490435262,587920,260,33,7,2,34265
1437196498.98806405,328267,-352079894,1490435259,587910,250,34,7,2,34271
1437196499.29372001,328467,-352079895,1490435256,587890,230,34,7,1,34279
1437196499.54378390,328868,-352079885,1490435248,587900,240,34,7,1,34286
1437196499.81397200,329268,-352079876,1490435243,587900,240,33,6,1,34291
1437196500.15314794,329469,-352079871,1490435237,587890,230,32,6,0,34298
1437196500.42808795,329869,-352079861,1490435223,587870,210,33,5,0,34304
1437196500.94632387,330269,-352079872,1490435211,587850,190,33,5,0,34310
1437196501.18617582,330470,-352079874,1490435205,587840,180,32,5,0,34317
1437196501.51064801,330869,-352079870,1490435200,587840,180,32,5,0,34324
1437196501.97871590,331069,-352079869,1490435196,587830,170,32,4,0,34330
1437196502.21794391,331469,-352079872,1490435180,587810,150,32,4,0,34335
1437196502.46103597,331670,-352079869,1490435172,587800,140,32,3,0,34341
1437196502.86415982,331870,-352079862,1490435155,587800,140,32,3,0,34346
1437196503.28645992,332270,-352079862,1490435134,587810,150,31,3,0,34351
1437196504.04868388,332870,-352079861,1490435142,587800,140,32,3,0,34361
1437196504.28881598,333271,-352079861,1490435146,587790,130,31,3,0,34366
1437196504.52695203,333471,-352079864,1490435148,587800,140,32,3,0,34372
1437196504.94107604,333871,-352079862,1490435148,587790,130,32,3,0,34376
1437196505.29623199,334091,-352079869,1490435154,587790,130,33,3,0,34381
1437196505.54247594,334471,-352079875,1490435153,587790,130,33,2,0,34387
1437196505.96976399,334872,-352079882,1490435155,587790,130,32,2,0,34393
1437196506.23066783,335272,-352079883,1490435165,587800,140,33,2,1,34399
1437196506.53417182,335672,-352079886,1490435171,587800,140,32,1,1,34403
1437196506.95981598,336092,-352079884,1490435167,587800,140,33,1,1,34408
1437196507.21803999,336472,-352079878,1490435168,587820,160,33,1,1,34413
1437196507.63378382,336872,-352079878,1490435158,587820,160,33,1,2,34421
1437196508.04047585,337072,-352079881,1490435149,587800,140,34,2,1,34428
1437196508.45359182,337472,-352079883,1490435142,587810,150,33,1,0,34433
1437196508.87673187,337872,-352079886,1490435142,587810,150,34,2,0,34438
1437196509.12298393,338272,-352079888,1490435146,587800,140,34,1,0,34444
1437196509.47104788,338672,-352079884,1490435139,587790,130,34,1,0,34449
1437196509.74324393,339072,-352079887,1490435155,587780,120,35,1,0,34451
1437196510.31737185,339472,-352079883,1490435158,587780,120,34,0,0,34456
1437196510.73890805,339872,-352079887,1490435165,587790,130,35,0,0,34460
1437196510.98463583,340272,-352079892,1490435167,587790,130,35,0,0,34465
1437196511.55288005,340672,-352079878,1490435159,587780,120,35,0,0,34471
1437196512.42522788,341272,-352079876,1490435161,587780,120,34,0,0,34479
1437196512.66792393,341672,-352079875,1490435165,587780,120,35,0,1,34484
1437196512.95040798,342092,-352079874,1490435166,587790,130,35,-1,1,34487
1437196513.18440795,342472,-352079871,1490435148,587770,110,34,-1,1,34493
1437196513.52663994,342872,-352079864,1490435145,587740,80,36,-1,0,34497
1437196513.87473989,343272,-352079867,1490435152,587730,70,35,-1,0,34500
1437196514.24295998,343472,-352079867,1490435156,587740,80,34,-1,0,34503
1437196514.50110388,343873,-352079870,1490435157,587730,70,35,-1,0,34507
1437196515.07025599,344273,-352079883,1490435164,587730,70,35,-1,0,34510
1437196515.32345605,344473,-352079888,1490435167,587700,40,35,-1,0,34513
1437196515.70659184,344873,-352079888,1490435162,587700,40,34,-1,0,34518
1437196515.99336791,345273,-352079890,1490435160,587700,40,33,-1,0,34522
1437196516.31977201,345674,-352079892,1490435151,587690,30,33,-1,0,34525
1437196516.73787594,345874,-352079891,1490435145,587690,30,33,-1,0,34529
1437196517.08817601,346275,-352079892,1490435144,587690,30,33,-1,0,34531
1437196517.77045584,346875,-352079892,1490435138,587670,10,32,-1,0,34536
1437196518.21756387,347275,-352079897,1490435127,587670,10,31,-1,0,34538
1437196518.63667583,347676,-352079902,1490435118,587670,10,32,-1,0,34542
1437196519.22287202,348276,-352079901,1490435112,587650,-10,31,-1,-1,34550
1437196519.56561589,348677,-352079899,1490435114,587630,-30,31,-2,-2,34551
1437196519.97843194,349078,-352079897,1490435122,587620,-40,31,-1,-2,34554
1437196520.55561185,349678,-352079899,1490435127,587610,-50,32,-2,-2,34559
1437196520.80865598,350098,-352079895,1490435129,587610,-50,32,-2,-2,34562
1437196521.08585596,350278,-352079897,1490435130,587610,-50,31,-2,-1,34565
1437196521.33497190,350679,-352079896,1490435129,587600,-60,32,-2,-1,34567
1437196521.70514393,351079,-352079892,1490435131,587590,-70,32,-3,-2,34571
1437196523.77001190,353073,-352079853,1490435141,587560,0,53,-6,-1,34581
1437196524.11746001,353473,-352079846,1490435140,587560,0,53,-7,0,34581
1437196524.90243196,354274,-352079843,1490435147,587550,-10,48,-3,0,34577
1437196525.25261998,354474,-352079842,1490435156,587550,-10,45,0,-1,34575
1437196525.60186005,354874,-352079847,1490435167,587550,-10,39,4,0,34567
1437196525.97192788,355074,-352079851,1490435176,587550,-10,34,7,0,34561
1437196526.38651991,355475,-352079854,1490435184,587560,0,31,9,1,34552
1437196526.90826392,355675,-352079856,1490435192,587580,20,29,11,2,34540
1437196527.42247987,356277,-352079849,1490435200,587970,410,61,-4,60,34373
1437196527.84171605,356681,-352079828,1490435197,588160,600,92,-17,39,34227
1437196528.11775184,357085,-352079800,1490435192,588250,690,120,-30,43,34007
1437196528.46505189,357267,-352079763,1490435175,588410,850,140,-45,78,33937
1437196528.80941200,357670,-352079719,1490435152,588690,1130,151,-53,113,33689
1437196529.18636799,358093,-352079671,1490435126,589050,1490,161,-52,90,33564
1437196529.43143582,358475,-352079624,1490435103,589280,1720,167,-50,38,33343
1437196529.80959201,358878,-352079570,1490435082,589420,1860,176,-45,31,33132
1437196530.05051589,359280,-352079510,1490435067,589580,2020,189,-41,35,33002
1437196530.38473201,359682,-352079447,1490435056,589760,2200,195,-39,31,32721
1437196530.84529591,360286,-352079369,1490435040,589910,2350,292,-104,29,32481
1437196531.25905204,360671,-352079240,1490434980,590050,2490,442,-204,31,32473
1437196531.56121588,361075,-352079072,1490434887,590180,2620,554,-269,29,32596
1437196531.98304796,361277,-352078898,1490434789,590350,2790,610,-272,29,33723
1437196532.22265196,361681,-352078714,1490434699,590560,3000,633,-233,20,18
1437196532.62381983,362105,-352078518,1490434626,590690,3130,662,-179,8,2366
1437196532.98086786,362469,-352078299,1490434578,590760,3200,691,-87,5,4302
1437196533.33808398,362671,-352078073,1490434570,590780,3220,738,5,19,4827
1437196533.63132787,363075,-352077836,1490434597,590820,3260,766,86,26,4812
1437196534.04443192,363480,-352077585,1490434659,590930,3370,761,159,27,5432
1437196534.45961189,363884,-352077343,1490434747,591030,3470,723,220,34,7087
1437196534.98164797,364105,-352077133,1490434849,591140,3580,657,261,33,9763
1437196535.22927189,364489,-352076950,1490434963,591430,3870,555,281,33,13023
1437196535.53635192,364873,-352076790,1490435097,591720,4160,418,332,-4,15271
1437196535.88510394,365279,-352076683,1490435253,591840,4280,249,394,-2,15468
1437196536.23031187,365482,-352076614,1490435403,591950,4390,207,376,-1,15200
1437196536.59731984,365868,-352076557,1490435531,592120,4560,190,310,-4,16446
1437196536.95348001,366272,-352076501,1490435635,592160,4600,188,260,-3,19751
1437196537.22793984,366675,-352076453,1490435723,592120,4560,151,219,7,22960
1437196537.67791200,366878,-352076420,1490435792,592190,4630,120,217,36,23695
1437196537.93895197,367281,-352076396,1490435874,592250,4690,145,280,12,23462
1437196538.36119986,367683,-352076363,1490435981,592340,4780,133,280,25,22916
1437196538.70824385,367865,-352076336,1490436069,592460,4900,117,263,21,22480
1437196539.06345201,368270,-352076303,1490436158,592490,4930,149,272,15,22349
1437196539.38953590,368472,-352076264,1490436249,592570,5010,151,256,22,22374
1437196539.74679995,368876,-352076238,1490436319,592690,5130,87,181,26,22382
1437196540.11603594,369078,-352076231,1490436354,592790,5230,10,86,30,22377
1437196540.53432393,369462,-352076249,1490436362,592880,5320,-51,15,33,21887
1437196540.84730792,369866,-352076281,1490436357,592960,5400,-89,-1,24,20297
1437196541.29639602,370106,-352076313,1490436353,593050,5490,-100,-12,27,19239
1437196541.64056396,370470,-352076357,1490436344,593160,5600,-176,-32,30,18810
1437196541.88028383,370672,-352076422,1490436329,593260,5700,-264,-46,22,18923
1437196542.26371193,371076,-352076516,1490436305,593370,5810,-356,-74,36,19120
1437196542.50584388,371481,-352076639,1490436272,593480,5920,-445,-91,31,19108
1437196542.89098382,371864,-352076797,1490436220,593640,6080,-509,-116,10,18848
1437196543.31113982,372268,-352076972,1490436157,593740,6180,-539,-148,11,18453
1437196543.58133984,372671,-352077174,1490436080,593780,6220,-552,-181,2,17777
1437196543.95047188,373074,-352077379,1490435992,593910,6350,-538,-173,0,15669
1437196544.45060802,373276,-352077563,1490435928,594070,6510,-501,-127,7,13188
1437196544.68280792,373681,-352077737,1490435899,594120,6560,-456,-39,10,10741
1437196544.98205996,374106,-352077893,1490435916,594350,6790,-396,55,-10,8924
1437196545.23808002,374469,-352078037,1490435994,594560,7000,-319,152,-28,7299
1437196545.58828402,374875,-352078154,1490436114,594700,7140,-209,205,-43,5615
1437196546.01775193,375281,-352078225,1490436242,594610,7050,-78,241,-37,3609
1437196546.28519201,375666,-352078239,1490436372,594430,6870,78,264,-11,1393
1437196546.69071198,376112,-352078191,1490436503,594250,6690,218,291,18,378
1437196547.05994797,376474,-352078109,1490436618,594090,6530,312,308,42,166
1437196547.41197991,376879,-352077986,1490436741,594010,6450,412,302,49,314
1437196547.72100782,377081,-352077842,1490436854,593970,6410,487,290,67,106
1437196548.82547593,377870,-352077490,1490437023,594230,6670,577,163,64,31735
1437196549.22039604,378274,-352077309,1490437065,594530,6970,571,68,46,28727
1437196549.54492784,378476,-352077128,1490437065,594870,7310,527,-55,17,26116
1437196550.06880784,378880,-352076957,1490437012,595060,7500,431,-179,5,23664
1437196550.32621598,379264,-352076833,1490436912,595050,7490,311,-266,-2,21190
1437196550.66533995,379668,-352076750,1490436777,594960,7400,188,-313,11,18763
1437196551.10256004,379870,-352076709,1490436623,594900,7340,66,-338,27,17134
1437196551.42854404,380274,-352076710,1490436443,595000,7440,-64,-330,33,15970
1437196551.84279585,380678,-352076770,1490436265,595150,7590,-186,-315,26,15795
1437196552.23713589,381083,-352076882,1490436105,595170,7610,-289,-275,20,15935
1437196552.59330797,381669,-352077044,1490435978,595270,7710,-407,-201,31,15633
1437196553.04029989,382072,-352077242,1490435917,595360,7800,-500,-104,30,15120
1437196553.52558398,382476,-352077480,1490435899,595480,7920,-560,-35,33,14956
1437196554.05078793,382881,-352077723,1490435929,595620,8060,-600,34,-7,14872
1437196554.29688787,383285,-352077992,1490435993,595730,8170,-644,83,-13,14828
1437196554.70985985,383667,-352078254,1490436074,595830,8270,-635,73,-26,16419
1437196555.14520788,384275,-352078513,1490436140,595960,8400,-572,35,-43,19387
1437196555.42716789,384681,-352078765,1490436181,595750,8190,-558,-47,-25,22103
1437196555.76244402,385065,-352079016,1490436183,595500,7940,-480,-123,-11,24418
1437196556.17865205,385672,-352079207,1490436152,595530,7970,-366,-140,3,26676
1437196556.73901987,386076,-352079361,1490436102,595740,8180,-302,-149,-5,27316
1437196557.18697596,386662,-352079496,1490436029,595960,8400,-272,-147,-35,26928
1437196557.59523201,387065,-352079595,1490435960,596080,8520,-240,-140,-53,26413
1437196558.01339602,387468,-352079672,1490435896,596140,8580,-207,-130,-103,26089
1437196558.45463586,387871,-352079737,1490435839,595880,8320,-196,-117,-181,25949
1437196558.77179193,388092,-352079793,1490435790,595560,8000,-154,-76,-198,27153
1437196559.08081198,388476,-352079833,1490435759,595210,7650,-127,-56,-243,28908
1437196559.59394789,388879,-352079870,1490435729,594650,7090,-110,-55,-306,30946
1437196559.84410405,389062,-352079900,1490435693,593880,6320,-57,-94,-318,31397
1437196560.18341589,389466,-352079919,1490435633,593130,5570,-44,-172,-292,30824
1437196560.52434397,389668,-352079935,1490435562,592510,4950,-28,-175,-261,30769
1437196560.78054786,390111,-352079929,1490435518,591860,4300,30,-98,-254,30357
1437196561.08163190,390475,-352079917,1490435495,591240,3680,9,-43,-150,29434
1437196561.36180782,390676,-352079909,1490435486,590970,3410,26,-34,-56,29186
1437196561.67290783,391080,-352079896,1490435475,590860,3300,57,-33,47,29722
1437196562.18312001,391464,-352079876,1490435467,591100,3540,70,-15,131,30564
1437196562.59714389,391666,-352079861,1490435467,591430,3870,48,10,155,30857
1437196563.00368404,391868,-352079845,1490435480,591780,4220,41,25,115,30678
1437196563.39465594,392270,-352079829,1490435496,591990,4430,49,30,51,30319
1437196563.72867990,392471,-352079812,1490435508,592060,4500,55,26,-15,30008
1437196564.01483583,392872,-352079797,1490435516,591980,4420,70,20,-63,29821
1437196564.43297601,393073,-352079779,1490435521,591760,4200,80,4,-82,29919
1437196564.80830789,393476,-352079759,1490435517,591590,4030,106,-8,-67,31057
1437196565.07423997,393677,-352079733,1490435509,591410,3850,131,-21,-84,32163
1437196565.33766389,394101,-352079702,1490435492,591130,3570,146,-41,-108,32276
1437196566.11186790,394868,-352079641,1490435457,590350,2790,114,-15,-92,31966
1437196566.37549591,395273,-352079620,1490435453,590150,2590,92,2,-27,31918
1437196566.63596392,395677,-352079611,1490435456,590140,2580,72,23,24,31799
1437196567.09116793,396103,-352079605,1490435475,590190,2630,54,45,27,31624
1437196567.33718801,396485,-352079601,1490435506,590170,2610,44,59,1,31318
1437196567.61030388,397066,-352079598,1490435528,590180,2620,47,53,-5,31437
1437196568.19150782,397467,-352079591,1490435549,590080,2520,52,36,-26,31709
1437196568.46074796,397871,-352079578,1490435561,589970,2410,72,22,-44,32483
1437196568.95076799,398275,-352079559,1490435563,589760,2200,96,6,-66,32906
1437196569.35715604,398680,-352079541,1490435555,589470,1910,110,-12,-86,32887
1437196569.67925191,399062,-352079512,1490435538,589140,1580,114,-37,-67,32532
1437196570.14735198,399467,-352079488,1490435528,588780,1220,55,8,-66,32258
1437196570.49762797,399871,-352079485,1490435544,588460,900,7,46,-46,32380
1437196571.12405586,400274,-352079493,1490435568,588290,730,-6,47,0,32434
1437196571.38599992,400677,-352079502,1490435589,588250,690,-2,35,-14,32277
1437196571.80405998,400877,-352079505,1490435599,588040,480,28,0,-10,32210
1437196572.09215593,401280,-352079503,1490435609,587940,380,31,8,-3,32211
1437196572.52942395,401680,-352079505,1490435621,587870,310,33,13,-3,32215
1437196572.88053584,402099,-352079507,1490435627,587770,210,35,14,-5,32223
1437196573.38971186,402479,-352079507,1490435628,587710,150,38,13,-5,32230
1437196573.80898404,402880,-352079505,1490435626,587650,90,42,10,-4,32237
1437196574.11811996,403079,-352079501,1490435623,587580,20,46,8,-5,32244
1437196574.36467600,403479,-352079497,1490435622,587540,-20,50,8,-5,32252
1437196574.63323593,403879,-352079492,1490435620,587510,-50,53,7,-4,32258
1437196575.01203585,404279,-352079532,1490435594,587390,-170,3,0,0,32266
1437196575.39845204,404679,-352079528,1490435583,587400,-160,17,2,1,32273
1437196575.87786388,405080,-352079523,1490435578,587400,-160,29,5,2,32280
1437196576.15088797,405279,-352079523,1490435578,587410,-150,41,7,2,32288
1437196576.66411996,405680,-352079519,1490435577,587430,-130,51,9,4,32294
1437196577.01120400,406100,-352079520,1490435585,587450,-110,60,12,4,32300
1437196577.32537985,406481,-352079525,1490435586,587440,-120,67,14,5,32307
1437196577.58097196,406881,-352079525,1490435585,587440,-120,72,15,5,32310
1437196577.80750799,407081,-352079525,1490435583,587450,-110,74,16,6,32317
1437196578.14988399,407481,-352079526,1490435578,587460,-100,76,17,7,32322
1437196578.56378388,407882,-352079526,1490435573,587460,-100,78,18,7,32330
1437196578.94099998,408282,-352079531,1490435570,587450,-110,78,19,7,32336
1437196579.53716803,408682,-352079533,1490435575,587460,-100,77,19,7,32342
1437196580.01744795,408882,-352079534,1490435573,587450,-110,74,18,7,32349
1437196580.26496792,409283,-352079534,1490435573,587450,-110,71,18,7,32355
1437196580.68070388,409683,-352079538,1490435581,587450,-110,70,18,7,32363
1437196580.90389991,410104,-352079539,1490435578,587450,-110,68,18,7,32368
1437196581.25491190,410484,-352079544,1490435581,587440,-120,65,17,8,32373
1437196581.57310796,410684,-352079544,1490435579,587440,-120,61,17,8,32380
1437196581.89024782,411085,-352079546,1490435574,587440,-120,59,16,8,32384
1437196582.22432804,411485,-352079542,1490435571,587440,-120,57,16,8,32390
1437196582.44639587,411885,-352079542,1490435574,587440,-120,56,16,8,32396
1437196582.75755596,412286,-352079541,1490435567,587440,-120,54,16,8,32401
1437196583.16964388,412486,-352079546,1490435566,587450,-110,51,16,9,32407
1437196583.49494791,412886,-352079548,1490435567,587470,-90,50,16,10,32412
1437196583.89191198,413287,-352079545,1490435567,587500,-60,50,16,11,32416
1437196584.32528782,413467,-352079544,1490435568,587500,-60,48,16,11,32419
1437196584.57227993,413887,-352079540,1490435566,587530,-30,48,16,12,32424
1437196584.82042384,414107,-352079543,1490435565,587550,-10,46,15,12,32429
1437196585.15404797,414487,-352079553,1490435558,587580,20,46,15,13,32433
1437196585.39561582,414888,-352079554,1490435548,587610,50,46,15,14,32436
1437196585.71879196,415088,-352079553,1490435547,587630,70,44,14,14,32441
1437196586.12401605,415469,-352079550,1490435544,587660,100,45,14,14,32446
1437196586.36410403,415688,-352079549,1490435539,587710,150,43,14,16,32447
1437196586.58605194,415869,-352079552,1490435537,587750,190,44,14,16,32450
1437196586.95037198,416269,-352079548,1490435540,587790,230,44,14,17,32455
1437196587.29343200,416469,-352079550,1490435539,587820,260,44,14,18,32458
1437196587.61063194,416870,-352079555,1490435543,587850,290,44,14,18,32462
1437196587.94682384,417090,-352079556,1490435545,587870,310,43,14,18,32465
1437196588.25994802,417471,-352079560,1490435549,587890,330,44,15,18,32467
1437196588.51217604,417671,-352079559,1490435549,587890,330,44,14,17,32471
1437196588.77316785,417871,-352079560,1490435548,587880,320,43,14,16,32475
1437196589.07915998,418271,-352079558,1490435537,587900,340,44,14,16,32478
