timestamp,SCALED_PRESSURE.time_boot_ms,SCALED_PRESSURE.press_abs,SCALED_PRESSURE.press_diff,SCALED_PRESSURE.temperature,SCALED_PRESSURE.temperature_press_diff
1437195941.06233597,118725,960.6900024414062,-0.2018750011920929,3311,0
1437195941.47655988,119047,960.6870727539062,-0.20476561784744263,3314,0
1437195941.88973594,119368,960.698486328125,-0.193359375,3317,0
1437195942.36477184,119689,960.6928100585938,-0.1990624964237213,3318,0
1437195942.78098798,120010,960.69140625,-0.2004687488079071,3321,0
1437195943.23062396,120332,960.7056274414062,-0.1862500011920929,3324,0
1437195943.54728794,120654,960.6800537109375,-0.2117968648672104,3326,0
1437195943.99445605,121016,960.6814575195312,-0.2103906273841858,3328,0
1437195944.22901201,121377,960.6956787109375,-0.1961718648672104,3331,0
1437195944.58261585,121738,960.6956787109375,-0.1961718648672104,3335,0
1437195944.95695186,122140,960.7028198242188,-0.18906249105930328,3338,0
1437195945.19603205,122543,960.6870727539062,-0.20476561784744263,3341,0
1437195945.44517994,122946,960.6898803710938,-0.20195311307907104,3343,0
1437195945.72823191,123387,960.698486328125,-0.193359375,3347,0
1437195946.14132404,123829,960.6985473632812,-0.19328124821186066,3350,0
1437195946.57262397,124230,960.6842651367188,-0.2075781226158142,3354,0
1437195946.98589993,124632,960.6732788085938,-0.2185937464237213,3357,0
1437195947.38094401,125034,960.6970825195312,-0.1947656273841858,3360,0
1437195947.79506803,125396,960.6942138671875,-0.19765624403953552,3364,0
1437195948.12929201,125757,960.701171875,-0.1907031238079071,3366,0
1437195948.72050786,126118,960.7014770507812,-0.19039061665534973,3370,0
1437195949.15878391,126479,960.698486328125,-0.193359375,3373,0
1437195949.40583587,126840,960.6950073242188,-0.19687499105930328,3375,0
1437195949.64506793,127203,960.7042846679688,-0.18757812678813934,3379,0
1437195949.98901582,127565,960.7070922851562,-0.18476562201976776,3382,0
1437195950.27032399,127927,960.6974487304688,-0.19437499344348907,3385,0
1437195950.64640784,128288,960.6970825195312,-0.1947656273841858,3388,0
1437195951.06054783,128609,960.7049560546875,-0.18687500059604645,3391,0
1437195951.47785187,128930,960.708251953125,-0.18359375,3393,0
1437195951.85073590,129252,960.7049560546875,-0.18687500059604645,3395,0
1437195952.12891197,129574,960.696533203125,-0.1953125,3396,0
1437195952.51212788,129896,960.7028198242188,-0.18906249105930328,3400,0
1437195952.79810405,130218,960.7171020507812,-0.17476561665534973,3403,0
1437195953.06129599,130539,960.7042236328125,-0.1876562386751175,3405,0
1437195953.38671994,130860,960.7042236328125,-0.1876562386751175,3407,0
1437195953.71574402,131182,960.7213745117188,-0.1704687476158142,3410,0
1437195953.95482802,131504,960.7171020507812,-0.17476561665534973,3413,0
1437195954.37587190,131826,960.6928100585938,-0.1990624964237213,3416,0
1437195954.61509991,132147,960.6900024414062,-0.2018750011920929,3417,0
1437195954.96313190,132468,960.6900024414062,-0.2018750011920929,3420,0
1437195955.20234394,132790,960.6870727539062,-0.20476561784744263,3421,0
1437195955.61939597,133112,960.6942138671875,-0.19765624403953552,3424,0
1437195955.99456000,133434,960.699951171875,-0.19187499582767487,3428,0
1437195956.23263597,133755,960.6928100585938,-0.1990624964237213,3430,0
1437195956.48885202,134076,960.7042236328125,-0.1876562386751175,3433,0
1437195956.82299995,134397,960.6898803710938,-0.20195311307907104,3434,0
1437195957.10412788,134718,960.6982421875,-0.19359374046325684,3436,0
1437195957.42021585,135040,960.671630859375,-0.22023436427116394,3438,0
1437195957.83435202,135361,960.6900024414062,-0.2018750011920929,3441,0
1437195958.24744391,135683,960.6828002929688,-0.20906250178813934,3442,0
1437195958.56525993,136005,960.7056274414062,-0.1862500011920929,3445,0
1437195958.90713191,136326,960.6956787109375,-0.1961718648672104,3449,0
1437195959.23831582,136648,960.7042846679688,-0.18757812678813934,3452,0
1437195959.55609989,136971,960.6998901367188,-0.1919531226158142,3453,0
1437195959.79515982,137292,960.7099609375,-0.18187499046325684,3455,0
1437195960.17428398,137614,960.7099609375,-0.18187499046325684,3457,0
1437195960.52754784,137936,960.7113647460938,-0.18046875298023224,3460,0
1437195960.94178391,138257,960.7099609375,-0.18187499046325684,3462,0
1437195961.28669190,138579,960.7124633789062,-0.17937499284744263,3464,0
1437195961.67197990,138902,960.7111206054688,-0.18070311844348907,3466,0
1437195961.93315983,139223,960.6962280273438,-0.19562499225139618,3467,0
1437195962.18411994,139545,960.6961669921875,-0.19570311903953552,3471,0
1437195962.63195586,139906,960.6884765625,-0.20335936546325684,3473,0
1437195962.86153984,140268,960.7056274414062,-0.1862500011920929,3478,0
1437195963.27463984,140630,960.7015991210938,-0.19023437798023224,3479,0
1437195963.52075195,140992,960.7028198242188,-0.18906249105930328,3480,0
1437195963.89992404,141354,960.699951171875,-0.19187499582767487,3484,0
1437195964.34916782,141715,960.7085571289062,-0.18328124284744263,3486,0
1437195964.70200801,142078,960.684326171875,-0.20749999582767487,3489,0
1437195964.90035987,142439,960.699951171875,-0.19187499582767487,3491,0
1437195965.24351192,142801,960.7056884765625,-0.18617187440395355,3493,0
1437195965.56095195,143163,960.7037353515625,-0.18812499940395355,3495,0
1437195965.91280389,143524,960.6956787109375,-0.1961718648672104,3497,0
1437195966.41898394,143887,960.7112426757812,-0.18062499165534973,3500,0
1437195966.79807997,144248,960.6928100585938,-0.1990624964237213,3503,0
1437195967.15226388,144610,960.71826171875,-0.17359374463558197,3505,0
1437195967.56542397,144972,960.7085571289062,-0.18328124284744263,3507,0
1437195967.91071987,145334,960.7113647460938,-0.18046875298023224,3509,0
1437195968.18019605,145696,960.7014770507812,-0.19039061665534973,3512,0
1437195968.44410801,146058,960.71630859375,-0.17554686963558197,3514,0
1437195968.80891585,146419,960.7056274414062,-0.1862500011920929,3517,0
1437195969.24707603,146781,960.6948852539062,-0.19695311784744263,3519,0
1437195969.49823594,147143,960.6998901367188,-0.1919531226158142,3521,0
1437195969.84432793,147506,960.7157592773438,-0.17609374225139618,3524,0
1437195970.28360391,147867,960.70703125,-0.1848437488079071,3525,0
1437195970.55958390,148229,960.7085571289062,-0.18328124284744263,3527,0
1437195970.93880796,148570,960.6985473632812,-0.19328124821186066,3529,0
1437195971.34431601,148892,960.6985473632812,-0.19328124821186066,3530,0
1437195971.55818796,149214,960.7028198242188,-0.18906249105930328,3533,0
1437195971.91620398,149536,960.6956787109375,-0.1961718648672104,3535,0
1437195972.26536393,149857,960.688720703125,-0.203125,3535,0
1437195972.66367197,150178,960.6900024414062,-0.2018750011920929,3538,0
1437195972.90366387,150500,960.6998901367188,-0.1919531226158142,3540,0
1437195973.21390796,150821,960.7000732421875,-0.19179686903953552,3541,0
1437195973.47287989,151143,960.6884765625,-0.20335936546325684,3543,0
1437195973.81413198,151465,960.699951171875,-0.19187499582767487,3545,0
1437195974.04612803,151746,960.67138671875,-0.22046874463558197,3545,0
1437195974.48528790,152027,960.6862182617188,-0.2056249976158142,3548,0
1437195974.83646798,152308,960.678466796875,-0.21335937082767487,3550,0
1437195975.11502004,152589,960.6936645507812,-0.19820311665534973,3552,0
1437195975.43387985,152871,960.6970825195312,-0.1947656273841858,3553,0
1437195975.67483592,153153,960.69140625,-0.2004687488079071,3554,0
1437195975.90793204,153434,960.6856689453125,-0.20617187023162842,3555,0
1437195976.32218790,153716,960.6956787109375,-0.1961718648672104,3557,0
1437195976.56820393,153997,960.69140625,-0.2004687488079071,3558,0
1437195976.88425994,154278,960.6828002929688,-0.20906250178813934,3560,0
1437195977.32152390,154559,960.6661987304688,-0.22562499344348907,3560,0
1437195977.55962396,154840,960.6700439453125,-0.22179687023162842,3563,0
1437195977.80274391,155121,960.6669921875,-0.22484374046325684,3564,0
1437195978.15376401,155403,960.6956787109375,-0.1961718648672104,3566,0
