timestamp,POWER_STATUS.Vcc,POWER_STATUS.Vservo,POWER_STATUS.flags
1437196542.72318792,5151,5566,3
1437196543.02296805,5112,5561,3
1437196543.44614387,5104,5517,3
1437196543.72235990,5124,5551,3
1437196544.31847596,5098,5517,3
1437196544.56164384,5132,5556,3
1437196544.93489194,5130,5501,3
1437196545.18403983,5130,5486,3
1437196545.51091194,5144,5559,3
1437196545.97256804,5133,5561,3
1437196546.23547196,5109,5549,3
1437196546.53252387,5107,5559,3
1437196547.00966382,5136,5551,3
1437196547.26867199,5112,5515,3
1437196547.68206787,5104,5549,3
1437196548.27331591,5095,5559,3
1437196548.79294801,5117,5573,3
1437196549.13259602,5136,5532,3
1437196549.49548388,5125,5508,3
1437196550.00997996,5144,5549,3
1437196550.25596404,5095,5491,3
1437196550.58311987,5124,5544,3
1437196551.01269984,5106,5537,3
1437196551.36155987,5124,5501,3
1437196551.77566385,5130,5496,3
1437196552.11671591,5117,5539,3
1437196552.39709997,5132,5551,3
1437196552.81128383,5104,5510,3
1437196553.42733192,5120,5493,3
1437196553.84329200,5130,5551,3
1437196554.19317198,5143,5513,3
1437196554.46490002,5149,5549,3
1437196554.88026786,5151,5537,3
1437196555.22325993,5133,5544,3
1437196555.50227594,5130,5563,3
1437196555.94836402,5111,5563,3
1437196556.36354399,5132,5585,3
1437196556.78778005,5112,5510,3
1437196557.20598793,5132,5554,3
1437196557.65790391,5130,5546,3
1437196558.05037189,5169,5542,3
1437196558.40050387,5151,5534,3
1437196558.73365188,5143,5488,3
1437196559.03972387,5124,5551,3
1437196559.53288794,5148,5566,3
1437196559.80503201,5130,5546,3
1437196560.11961603,5112,5549,3
1437196560.47155595,5117,5491,3
1437196560.73440790,5098,5469,3
1437196561.01450801,5091,5573,3
1437196561.32992005,5109,5576,3
1437196561.64065194,5117,5568,3
1437196562.12992787,5117,5568,3
1437196562.54405999,5104,5534,3
1437196562.95135593,5112,5520,3
1437196563.33548784,5156,5549,3
1437196563.67154384,5136,5491,3
1437196563.94874382,5124,5549,3
1437196564.40297604,5122,5537,3
1437196564.75199604,5138,5561,3
1437196565.02112389,5117,5549,3
1437196565.29234004,5130,5542,3
1437196565.56553197,5133,5534,3
1437196566.05847192,5125,5571,3
1437196566.32935190,5125,5561,3
1437196566.60293984,5109,5556,3
1437196566.92201591,5143,5554,3
1437196567.30521989,5122,5556,3
1437196567.54320788,5149,5556,3
1437196568.15751195,5143,5546,3
1437196568.40058804,5124,5510,3
1437196568.91076803,5117,5532,3
1437196569.22291183,5125,5539,3
1437196569.57998395,5130,5549,3
1437196570.08925200,5149,5476,3
1437196570.36344790,5114,5551,3
1437196571.05566001,5149,5544,3
1437196571.32878804,5143,5505,3
1437196571.74386787,5130,5496,3
1437196572.04917192,5169,5549,3
1437196572.47522402,5144,5534,3
1437196572.82532382,5190,5534,3
1437196573.25954795,5132,5532,3
1437196573.74944401,5169,5527,3
1437196574.05708790,5161,5527,3
1437196574.33198786,5164,5462,3
1437196574.57827592,5157,5532,3
1437196574.91527605,5170,5527,3
1437196575.36639595,5156,5508,3
1437196575.74796796,5182,5525,3
1437196576.12572002,5175,5479,3
1437196576.61192799,5183,5530,3
1437196576.85313988,5151,5532,3
1437196577.27028799,5169,5479,3
1437196577.50350785,5156,5544,3
1437196577.75234389,5157,5469,3
1437196578.09560800,5188,5522,3
1437196578.50972795,5162,5525,3
1437196578.90994382,5162,5527,3
1437196579.50635195,5183,5530,3
1437196579.88737202,5162,5534,3
1437196580.19447184,5186,5527,3
1437196580.60754395,5170,5527,3
1437196580.85767984,5169,5527,3
1437196581.12881589,5185,5537,3
1437196581.52196789,5170,5530,3
1437196581.84205604,5182,5527,3
1437196582.16328788,5170,5488,3
1437196582.40939593,5143,5522,3
1437196582.67554402,5169,5522,3
1437196583.08860803,5201,5527,3
1437196583.44372797,5165,5532,3
1437196583.85297203,5157,5527,3
1437196584.29216003,5172,5525,3
1437196584.51715589,5169,5527,3
1437196584.75386000,5182,5467,3
1437196585.12046003,5156,5503,3
1437196585.34452796,5157,5488,3
1437196585.66167593,5194,5527,3
1437196585.92811990,5157,5534,3
1437196586.30200005,5190,5530,3
1437196586.54801989,5175,5530,3
1437196586.88926792,5156,5474,3
1437196587.23332405,5186,5505,3
1437196587.57873988,5156,5520,3
1437196587.89460397,5162,5530,3
1437196588.22891188,5182,5522,3
1437196588.46504402,5182,5527,3
1437196588.71303582,5144,5525,3
1437196589.03216004,5157,5525,3
1437196589.46631598,5182,5484,3
1437196589.69144797,5157,5530,3
1437196589.99564385,5156,5496,3
1437196590.30863190,5170,5525,3
1437196590.70893598,5164,5530,3
1437196591.14004803,5162,5542,3
1437196591.40209198,5149,5551,3
1437196591.72318792,5177,5546,3
1437196591.96841192,5143,5488,3
1437196592.39862394,5172,5472,3
1437196592.71881604,5162,5517,3
1437196592.98505592,5143,5517,3
1437196593.40547991,5143,5527,3
1437196593.64222383,5159,5530,3
1437196593.96122003,5143,5486,3
1437196594.47042799,5182,5522,3
1437196594.88469195,5162,5530,3
1437196595.24078393,5188,5530,3
1437196595.55614805,5169,5527,3
1437196595.89105988,5144,5488,3
1437196596.30421996,5175,5527,3
1437196596.95446801,5173,5530,3
1437196597.37863588,5172,5532,3
1437196597.68975186,5146,5484,3
1437196597.95701194,5149,5515,3
1437196598.38429594,5169,5527,3
1437196598.49313593,5169,5481,3
1437196598.81404400,5175,5527,3
1437196599.26941204,5169,5527,3
1437196599.52756786,5157,5469,3
1437196599.85067201,5182,5525,3
1437196600.26691985,5133,5551,3
1437196600.54210782,5143,5525,3
1437196600.95713592,5177,5532,3
1437196601.34938002,5175,5530,3
1437196601.60051584,5170,5522,3
1437196601.90949583,5149,5517,3
1437196602.27770805,5161,5522,3
1437196602.69886398,5149,5525,3
1437196602.94398403,5201,5525,3
1437196603.31518793,5170,5532,3
1437196603.55128002,5143,5484,3
1437196603.78850794,5170,5469,3
1437196604.14245200,5156,5525,3
1437196604.55977583,5149,5493,3
1437196604.87184000,5170,5527,3
1437196605.13688397,5170,5520,3
1437196605.62440801,5169,5530,3
1437196605.86123586,5183,5527,3
1437196606.24380398,5175,5474,3
1437196606.46747589,5182,5525,3
1437196606.79781604,5162,5539,3
1437196607.27981591,5182,5491,3
1437196607.51701188,5182,5525,3
1437196607.79507589,5162,5534,3
1437196608.11015582,5170,5530,3
1437196608.41838002,5178,5520,3
1437196608.73243594,5162,5546,3
1437196608.97458386,5162,5532,3
1437196609.35566401,5156,5530,3
1437196609.69391203,5164,5469,3
1437196610.25195599,5164,5525,3
1437196610.57324791,5146,5532,3
1437196610.98637199,5164,5522,3
1437196611.28553987,5188,5525,3
1437196611.60658789,5156,5501,3
1437196612.01978397,5182,5527,3
1437196612.53103185,5144,5527,3
1437196612.78116798,5194,5534,3
1437196613.01722383,5169,5525,3
1437196613.36135602,5169,5479,3
1437196613.70343590,5170,5532,3
1437196614.03866386,5190,5530,3
1437196614.38875604,5173,5520,3
1437196614.71200800,5182,5525,3
1437196615.12549186,5157,5493,3
1437196615.62823582,5175,5527,3
1437196615.88987184,5177,5532,3
1437196616.31668782,5173,5474,3
1437196616.72873592,5186,5525,3
1437196616.97892785,5194,5522,3
1437196617.25090003,5143,5472,3
1437196617.74530792,5169,5522,3
1437196618.07154393,5182,5532,3
1437196618.46043992,5170,5474,3
1437196618.93873191,5186,5527,3
1437196619.20911193,5188,5525,3
1437196619.62197590,5156,5476,3
1437196620.02114797,5177,5481,3
1437196620.52332783,5194,5484,3
1437196620.76041985,5175,5525,3
1437196621.03662395,5164,5525,3
1437196621.35307193,5159,5527,3
1437196621.94603586,5170,5530,3
1437196622.19806790,5190,5522,3
1437196622.45934796,5162,5474,3
1437196622.78024387,5170,5530,3
1437196623.02442002,5169,5527,3
1437196623.55681205,5156,5525,3
1437196624.21888399,5183,5525,3
1437196624.45704794,5201,5530,3
1437196624.80211997,5188,5530,3
1437196625.11032796,5183,5496,3
1437196625.61153197,5183,5522,3
1437196625.87959194,5169,5530,3
1437196626.11828804,5149,5527,3
1437196626.46177602,5182,5527,3
1437196626.87414384,5162,5493,3
1437196627.33368397,5182,5527,3
1437196627.76733184,5199,5530,3
1437196628.36457992,5173,5532,3
1437196628.62172389,5169,5530,3
1437196629.13986802,5144,5532,3
1437196629.69422388,5186,5522,3
1437196629.95021582,5157,5522,3
1437196630.63047600,5169,5534,3
1437196630.86671996,5144,5534,3
1437196631.10906005,5169,5520,3
1437196631.62104392,5164,5530,3
1437196631.87410402,5169,5484,3
1437196632.28722382,5194,5525,3
1437196632.62548804,5190,5530,3
1437196633.03871202,5169,5522,3
1437196633.36874795,5172,5563,3
1437196633.66789198,5153,5472,3
1437196633.99301982,5162,5537,3
1437196634.39713192,5173,5520,3
1437196634.87231588,5182,5530,3
1437196635.39298391,5182,5530,3
1437196635.70493603,5169,5534,3
1437196636.15300798,5182,5479,3
1437196636.46795988,5149,5527,3
1437196636.69808388,5207,5534,3
1437196636.97267604,5159,5498,3
1437196637.25847197,5177,5527,3
1437196637.51756787,5132,5539,3
1437196637.97505188,5169,5527,3
1437196638.34200001,5175,5527,3
1437196638.63691187,5146,5522,3
1437196638.95425582,5175,5532,3
1437196639.25427198,5182,5532,3
1437196639.67144799,5161,5532,3
1437196639.98744798,5175,5530,3
1437196640.29255199,5157,5530,3
1437196640.62667990,5188,5532,3
1437196641.08105993,5182,5491,3
1437196641.49507594,5136,5474,3
1437196641.81619191,5169,5534,3
1437196642.16797590,5202,5488,3
1437196642.49551201,5151,5484,3
1437196642.74664402,5182,5525,3
1437196643.19379187,5207,5530,3
1437196643.42891598,5190,5503,3
1437196643.73801184,5151,5484,3
1437196644.01021600,5151,5527,3
1437196644.33744383,5144,5476,3
1437196644.56747603,5170,5527,3
1437196644.81857204,5153,5532,3
1437196645.22462392,5149,5527,3
1437196645.50077200,5156,5551,3
1437196645.80983591,5156,5501,3
1437196646.08931184,5175,5517,3
1437196646.42609596,5177,5530,3
1437196646.74221587,5156,5527,3
1437196647.06135201,5182,5530,3
1437196647.55359197,5188,5527,3
1437196647.86174798,5164,5469,3
1437196648.09694386,5182,5527,3
1437196648.39096403,5183,5534,3
1437196648.71036005,5143,5532,3
1437196649.00121593,5170,5527,3
1437196649.36537194,5162,5527,3
1437196649.62559986,5144,5481,3
1437196650.02668786,5201,5508,3
1437196650.36079597,5143,5476,3
1437196650.60995603,5153,5534,3
1437196650.86701202,5156,5510,3
1437196651.17510796,5190,5486,3
1437196651.58955598,5169,5527,3
1437196651.91949987,5169,5515,3
1437196652.34249592,5161,5534,3
1437196652.60785604,5169,5484,3
1437196653.09189582,5151,5486,3
1437196653.37707591,5183,5525,3
1437196653.62318802,5169,5525,3
1437196653.96241188,5130,5515,3
1437196654.19039202,5169,5525,3
1437196654.51157999,5182,5527,3
1437196654.77778792,5169,5527,3
1437196655.27186799,5169,5530,3
1437196655.51101995,5144,5525,3
1437196655.99130392,5159,5532,3
1437196656.30037999,5156,5517,3
1437196656.61251998,5175,5525,3
1437196657.02565193,5182,5474,3
1437196657.30077600,5148,5481,3
1437196657.61292791,5182,5532,3
1437196658.06016803,5161,5498,3
1437196658.40815592,5182,5486,3
1437196658.92636800,5194,5542,3
1437196659.16556382,5182,5501,3
1437196659.47475195,5151,5469,3
1437196659.76465201,5188,5517,3
1437196660.16900396,5194,5568,3
1437196660.50307584,5170,5532,3
1437196660.75013590,5170,5515,3
1437196661.16337991,5169,5530,3
1437196661.57753992,5169,5532,3
1437196661.83286405,5156,5486,3
1437196662.40799594,5144,5469,3
1437196662.72916794,5182,5525,3
1437196662.96037984,5159,5527,3
1437196663.20298791,5162,5505,3
1437196663.64853191,5175,5469,3
1437196663.90248394,5183,5527,3
1437196664.21584392,5169,5530,3
1437196664.72498798,5183,5474,3
1437196664.96203184,5170,5532,3
1437196665.27010393,5170,5525,3
1437196665.69125199,5173,5551,3
1437196665.93441987,5156,5527,3
1437196666.34053588,5182,5488,3
1437196666.75465202,5164,5530,3
1437196667.01489997,5175,5527,3
1437196667.42396402,5156,5546,3
1437196667.73519182,5162,5527,3
1437196667.97022796,5169,5525,3
1437196668.41134000,5162,5530,3
1437196668.79049587,5164,5522,3
1437196669.44667196,5169,5532,3
1437196669.86004400,5182,5530,3
1437196670.17018390,5182,5522,3
1437196670.69027996,5169,5530,3
1437196671.10451198,5190,5488,3
1437196671.51569605,5169,5532,3
1437196671.96086383,5201,5532,3
1437196672.28609586,5175,5530,3
1437196672.62023997,5164,5530,3
1437196672.93732786,5183,5530,3
1437196673.20243597,5157,5534,3
1437196673.52146387,5169,5532,3
1437196674.00081205,5169,5530,3
1437196674.26138783,5169,5525,3
1437196674.52400804,5151,5527,3
1437196674.86614799,5177,5542,3
1437196675.10421991,5173,5464,3
1437196675.56134391,5170,5530,3
1437196675.89559197,5148,5467,3
1437196676.38979983,5182,5527,3
1437196676.70292783,5162,5527,3
1437196677.10909200,5149,5527,3
1437196677.39217591,5151,5534,3
1437196677.63227582,5162,5525,3
1437196677.97857594,5146,5505,3
1437196678.21450400,5157,5469,3
1437196678.53260398,5169,5532,3
1437196678.79689193,5162,5532,3
1437196679.11588001,5182,5542,3
1437196679.59512782,5151,5522,3
1437196680.00927186,5177,5503,3
1437196680.26841998,5170,5476,3
1437196680.59353590,5151,5479,3
1437196681.08270788,5175,5530,3
1437196681.45822787,5169,5527,3
1437196681.87211990,5169,5520,3
1437196682.34321594,5146,5481,3
1437196682.66434789,5169,5530,3
1437196683.04462004,5183,5532,3
1437196683.42776799,5149,5530,3
1437196683.77086782,5182,5527,3
1437196684.18400002,5169,5532,3
1437196684.51813602,5175,5530,3
1437196684.83632803,5165,5522,3
1437196685.15339994,5144,5496,3
1437196685.43631196,5162,5479,3
1437196685.80071592,5173,5556,3
1437196686.07410789,5146,5484,3
1437196686.63008785,5188,5534,3
1437196686.95127988,5157,5532,3
1437196687.56650400,5183,5532,3
1437196687.87963986,5169,5532,3
1437196688.32723188,5156,5474,3
1437196688.64185190,5175,5522,3
1437196688.87195992,5156,5539,3
1437196689.14413190,5175,5525,3
1437196689.47133994,5169,5530,3
1437196689.70540786,5169,5532,3
1437196690.05353999,5157,5527,3
1437196690.29172397,5149,5525,3
1437196690.80984783,5175,5530,3
1437196691.42017198,5169,5551,3
1437196691.73721600,5161,5462,3
1437196692.21635199,5170,5554,3
1437196692.62965584,5182,5527,3
1437196693.04192400,5175,5520,3
1437196693.45487595,5162,5520,3
1437196693.86906385,5143,5539,3
1437196694.19225192,5159,5530,3
1437196694.45527196,5177,5532,3
1437196694.81241989,5175,5532,3
1437196695.15071583,5170,5462,3
1437196695.49387598,5159,5525,3
1437196695.93807983,5169,5491,3
1437196696.19311190,5169,5467,3
1437196696.46223998,5149,5467,3
1437196696.87746382,5194,5469,3
1437196697.18845987,5201,5474,3
1437196697.59357190,5149,5457,3
1437196697.85377192,5164,5530,3
1437196698.27703595,5143,5479,3
1437196698.74417186,5183,5467,3
1437196699.08335996,5182,5532,3
1437196699.42273188,5164,5513,3
1437196700.07871985,5172,5484,3
1437196700.50108385,5183,5522,3
1437196700.81708789,5182,5530,3
1437196701.15617204,5151,5527,3
1437196701.49023199,5182,5532,3
1437196701.73789191,5175,5520,3
1437196702.15111184,5175,5520,3
1437196702.42573595,5170,5530,3
1437196702.74689984,5165,5530,3
1437196703.00999594,5156,5534,3
1437196703.51013994,5156,5527,3
1437196703.74349594,5164,5530,3
1437196704.15646005,5196,5530,3
1437196704.84168386,5172,5525,3
1437196705.29596400,5162,5527,3
1437196705.70915604,5162,5462,3
1437196706.28835583,5177,5534,3
1437196706.70143199,5207,5530,3
1437196707.11862397,5194,5530,3
1437196707.46389604,5170,5527,3
1437196707.77587986,5185,5467,3
1437196708.21418405,5177,5527,3
1437196708.59929204,5144,5498,3
1437196708.87841582,5149,5520,3
1437196709.22055984,5164,5530,3
1437196709.64870405,5182,5532,3
1437196710.04983997,5149,5484,3
1437196710.35884404,5156,5474,3
1437196710.66116405,5175,5527,3
1437196711.04950404,5199,5515,3
1437196711.37039590,5172,5530,3
1437196711.72157192,5156,5530,3
1437196712.05068398,5169,5551,3
1437196712.36975598,5149,5457,3
1437196712.73698401,5153,5554,3
1437196713.03117990,5141,5469,3
1437196713.39534402,5151,5525,3
1437196713.94952798,5169,5525,3
1437196714.40484786,5169,5525,3
1437196714.63171601,5202,5532,3
1437196714.95301986,5182,5488,3
1437196715.22108388,5182,5530,3
1437196715.54827595,5162,5486,3
1437196715.81234002,5170,5530,3
1437196716.06135988,5161,5532,3
1437196716.37906790,5161,5530,3
1437196716.71287203,5151,5522,3
1437196717.03158402,5173,5530,3
1437196717.37497187,5153,5530,3
1437196717.72004795,5156,5530,3
1437196718.13336396,5170,5493,3
1437196718.44087601,5149,5530,3
1437196718.85555601,5196,5527,3
1437196719.16671991,5175,5527,3
1437196719.58783197,5149,5498,3
1437196719.95599985,5183,5527,3
1437196720.20845985,5156,5525,3
1437196720.54132390,5169,5527,3
1437196720.84036398,5173,5522,3
1437196721.51172400,5177,5532,3
1437196721.81843185,5169,5474,3
1437196722.22801995,5143,5530,3
1437196722.64147592,5169,5462,3
1437196722.90145183,5149,5508,3
1437196723.20992804,5151,5491,3
1437196723.51192784,5194,5517,3
1437196723.74781585,5201,5532,3
1437196724.05671597,5162,5517,3
1437196724.30583596,5196,5481,3
1437196724.71198392,5157,5532,3
1437196725.12617993,5172,5534,3
1437196725.38137197,5130,5474,3
1437196725.95578003,5177,5532,3
1437196726.27676392,5169,5527,3
1437196726.78198004,5170,5530,3
1437196727.05491996,5190,5522,3
1437196727.56116796,5156,5532,3
1437196727.89535189,5162,5527,3
1437196728.16645598,5169,5527,3
1437196728.60670805,5156,5474,3
1437196728.89493203,5169,5537,3
1437196729.21154404,5183,5527,3
1437196729.68410802,5169,5525,3
1437196730.09824800,5162,5464,3
1437196730.41937184,5162,5525,3
1437196730.68252397,5183,5525,3
1437196731.03480005,5162,5530,3
1437196731.28983188,5169,5525,3
1437196731.65590382,5143,5527,3
1437196731.96914792,5164,5457,3
1437196732.41728783,5175,5525,3
1437196732.72339582,5164,5522,3
1437196732.96158791,5164,5527,3
1437196733.23170805,5156,5527,3
1437196733.55074000,5144,5527,3
1437196733.79293585,5175,5530,3
1437196734.14103603,5169,5462,3
1437196734.37928796,5143,5517,3
1437196734.69340396,5164,5481,3
1437196734.96740389,5157,5525,3
1437196735.30958796,5177,5530,3
1437196735.65185189,5170,5522,3
1437196735.92665601,5162,5488,3
1437196736.17077589,5175,5527,3
1437196736.56106400,5157,5476,3
1437196736.87401605,5151,5501,3
1437196737.11026788,5175,5530,3
1437196737.37441993,5170,5527,3
1437196737.69357586,5169,5525,3
1437196737.96759987,5175,5554,3
1437196738.49086785,5151,5537,3
1437196738.79704404,5143,5486,3
1437196739.20713592,5136,5532,3
1437196739.65333605,5173,5505,3
1437196739.96941185,5153,5534,3
1437196740.20757985,5202,5530,3
1437196740.55866385,5151,5534,3
1437196740.80779195,5164,5481,3
1437196741.04184389,5156,5505,3
1437196741.30797982,5169,5525,3
1437196741.62818789,5156,5530,3
1437196741.96722388,5182,5520,3
1437196742.36749983,5188,5525,3
1437196742.76858401,5143,5525,3
1437196743.18289995,5196,5532,3
1437196743.59441996,5156,5469,3
1437196744.00414801,5202,5520,3
1437196744.41729999,5164,5527,3
1437196744.76040387,5175,5534,3
1437196745.03953600,5156,5484,3
1437196745.62265587,5164,5527,3
1437196745.97179198,5169,5527,3
1437196746.21734405,5164,5486,3
1437196746.56116796,5162,5527,3
1437196746.80153990,5144,5532,3
1437196747.04935598,5182,5498,3
1437196747.63084793,5175,5498,3
1437196747.86760783,5182,5530,3
1437196748.13879991,5175,5527,3
1437196748.63302803,5149,5527,3
1437196748.94519591,5143,5530,3
1437196749.35133195,5182,5530,3
1437196749.71639991,5169,5525,3
1437196749.97260785,5159,5501,3
1437196750.38662004,5183,5525,3
1437196750.66183186,5151,5527,3
1437196750.97193193,5164,5532,3
1437196751.24322796,5161,5532,3
1437196751.46913195,5156,5530,3
1437196751.87241602,5188,5527,3
1437196752.28853583,5157,5530,3
1437196752.62365985,5169,5527,3
1437196753.01297998,5182,5534,3
1437196753.54514384,5169,5534,3
1437196753.77813601,5170,5481,3
1437196754.11547589,5169,5530,3
1437196754.56855202,5156,5530,3
1437196754.87455201,5149,5501,3
1437196755.12387204,5170,5527,3
1437196755.77013183,5157,5527,3
1437196756.09142399,5169,5534,3
1437196756.43025184,5159,5527,3
1437196756.76436400,5177,5469,3
1437196757.08173203,5169,5525,3
1437196757.42669582,5183,5530,3
1437196757.77478004,5156,5527,3
1437196758.01755190,5157,5532,3
1437196758.36302400,5194,5479,3
1437196758.63517189,5172,5532,3
1437196758.90760803,5169,5525,3
1437196759.29525185,5182,5522,3
1437196759.63953590,5157,5532,3
1437196759.88712382,5175,5544,3
1437196760.53299594,5182,5530,3
1437196760.78814387,5169,5530,3
1437196761.20321202,5169,5517,3
1437196761.51596403,5159,5532,3
1437196761.80659604,5177,5481,3
1437196762.03647590,5170,5530,3
1437196762.34471583,5169,5527,3
1437196762.77388000,5159,5525,3
1437196763.09907198,5175,5522,3
1437196763.47218800,5183,5515,3
1437196763.81425595,5190,5530,3
1437196764.26244783,5173,5479,3
1437196764.68467593,5170,5484,3
1437196765.12279201,5175,5522,3
1437196765.35899186,5144,5517,3
1437196765.78110003,5146,5530,3
1437196766.09321594,5169,5522,3
1437196766.33938384,5169,5530,3
1437196766.74504399,5138,5469,3
1437196767.00466800,5146,5493,3
1437196767.40576005,5151,5539,3
1437196767.73999596,5162,5522,3
1437196767.98902798,5172,5530,3
1437196768.24526787,5157,5530,3
1437196768.57535982,5148,5532,3
1437196768.85739994,5175,5484,3
1437196769.17356396,5159,5479,3
1437196769.40475202,5182,5513,3
1437196769.75765586,5157,5530,3
1437196770.00397205,5169,5525,3
1437196770.23798800,5175,5527,3
1437196770.68218398,5169,5546,3
1437196770.94122791,5175,5481,3
1437196771.20737982,5170,5525,3
1437196771.71657205,5169,5532,3
1437196772.24178004,5182,5554,3
1437196772.65506792,5175,5532,3
1437196772.89499187,5190,5527,3
1437196773.13318801,5164,5525,3
1437196773.49123192,5162,5481,3
1437196773.99456382,5170,5484,3
1437196774.40872383,5186,5525,3
1437196774.76593184,5194,5532,3
1437196774.99593592,5157,5527,3
1437196775.26899600,5169,5530,3
1437196775.49800396,5194,5476,3
1437196775.85483193,5143,5530,3
1437196776.10834789,5161,5503,3
1437196776.41651583,5175,5476,3
1437196776.93482804,5182,5532,3
1437196777.34487605,5159,5527,3
1437196777.69141603,5162,5544,3
1437196778.17429996,5173,5530,3
1437196778.59396005,5190,5525,3
1437196779.00057983,5175,5532,3
1437196779.27869987,5170,5527,3
1437196779.79303193,5159,5530,3
1437196780.23427582,5169,5520,3
1437196780.55021191,5183,5467,3
1437196780.85349989,5182,5530,3
1437196781.23650789,5170,5520,3
1437196781.65163183,5177,5537,3
1437196781.92470789,5173,5532,3
1437196782.32508802,5170,5534,3
1437196782.72619200,5153,5527,3
1437196783.04333997,5169,5532,3
1437196783.34341192,5162,5525,3
1437196783.65350795,5172,5532,3
1437196784.16581202,5169,5530,3
1437196784.48093200,5146,5510,3
1437196784.76199603,5149,5527,3
1437196785.16824794,5169,5530,3
1437196785.62342000,5164,5530,3
1437196785.85847998,5156,5530,3
1437196786.16656399,5173,5525,3
1437196786.51879597,5175,5534,3
1437196786.86292386,5144,5491,3
1437196787.17108393,5169,5534,3
1437196787.41815186,5175,5532,3
1437196788.17445993,5175,5525,3
1437196788.51672792,5175,5525,3
1437196788.86771202,5186,5530,3
1437196789.13279986,5157,5481,3
1437196789.36165190,5156,5474,3
1437196789.76407599,5175,5530,3
1437196790.00171590,5151,5527,3
1437196790.31833196,5170,5532,3
1437196790.66154385,5177,5542,3
1437196790.91159582,5159,5522,3
1437196791.42077589,5182,5525,3
1437196792.03213191,5194,5527,3
1437196792.34818792,5177,5530,3
1437196792.82752395,5182,5537,3
1437196793.24059582,5188,5520,3
1437196793.65675592,5169,5534,3
1437196793.97885203,5194,5532,3
1437196794.34728384,5156,5522,3
1437196794.75819588,5156,5501,3
1437196795.07136798,5183,5539,3
1437196795.55751991,5169,5527,3
1437196795.89266801,5182,5527,3
1437196796.20390797,5183,5522,3
1437196796.49893188,5170,5530,3
1437196796.79709983,5177,5501,3
1437196797.07520390,5183,5486,3
1437196797.42155194,5169,5525,3
1437196797.75644803,5157,5527,3
1437196798.08159590,5183,5486,3
1437196798.31972384,5175,5532,3
1437196798.56086397,5170,5525,3
1437196798.86404395,5153,5469,3
1437196799.25038385,5169,5476,3
1437196799.71425986,5190,5534,3
1437196799.94743204,5169,5530,3
1437196800.28251195,5182,5520,3
1437196800.73502803,5157,5527,3
1437196801.04179597,5164,5525,3
1437196801.27992392,5172,5527,3
1437196801.55403185,5148,5527,3
1437196801.89619589,5151,5525,3
1437196802.14337182,5175,5525,3
1437196802.55743194,5165,5527,3
1437196802.97264791,5159,5503,3
1437196803.44391990,5156,5532,3
1437196803.74507999,5162,5532,3
1437196804.25269198,5182,5525,3
1437196804.56028795,5177,5530,3
1437196804.97247982,5182,5530,3
1437196805.38657999,5169,5527,3
1437196805.86699200,5183,5530,3
1437196806.18889999,5170,5462,3
1437196806.73421192,5169,5525,3
1437196807.04938388,5182,5525,3
1437196807.31451583,5143,5522,3
1437196807.67492795,5157,5527,3
1437196808.18385983,5169,5532,3
1437196808.42147994,5146,5525,3
1437196808.72803998,5156,5525,3
1437196809.17781997,5162,5537,3
1437196809.59356785,5149,5476,3
1437196810.00650787,5183,5517,3
1437196810.41777182,5170,5551,3
1437196810.83087587,5175,5532,3
1437196811.09137988,5149,5542,3
1437196811.49223995,5175,5532,3
1437196811.77435589,5169,5527,3
1437196812.00776005,5169,5486,3
1437196812.25450802,5170,5525,3
1437196812.49667597,5169,5530,3
1437196812.91183186,5169,5525,3
1437196813.31801200,5169,5522,3
1437196813.57311988,5169,5520,3
1437196813.90525198,5169,5525,3
1437196814.17640805,5169,5510,3
1437196814.47041583,5157,5479,3
1437196814.81975603,5169,5476,3
1437196815.18581200,5162,5525,3
1437196815.59789205,5151,5530,3
1437196816.00821185,5183,5530,3
1437196816.42240787,5177,5532,3
1437196816.83606386,5172,5474,3
1437196817.09071994,5149,5515,3
1437196817.49679995,5182,5534,3
1437196817.83211184,5169,5491,3
1437196818.07821989,5161,5486,3
1437196818.43509984,5162,5513,3
1437196818.66621590,5177,5537,3
1437196819.10844803,5169,5525,3
1437196819.35956383,5156,5527,3
1437196819.67159986,5170,5472,3
1437196820.19084001,5201,5534,3
1437196820.59612799,5177,5474,3
1437196820.94321203,5194,5530,3
1437196821.39547586,5194,5527,3
1437196821.80950785,5188,5479,3
1437196822.22066402,5196,5527,3
1437196822.63487196,5182,5486,3
1437196823.04896402,5194,5530,3
1437196823.31619191,5169,5527,3
1437196823.87741590,5159,5527,3
1437196824.13349605,5157,5503,3
1437196824.53180385,5156,5527,3
1437196824.91278791,5175,5527,3
1437196825.36419582,5169,5527,3
1437196825.67262387,5169,5530,3
1437196826.15149999,5182,5484,3
1437196826.41143990,5182,5467,3
1437196826.71989584,5161,5532,3
1437196827.01015186,5169,5525,3
1437196827.50495601,5170,5534,3
1437196827.85614800,5162,5525,3
1437196828.26342392,5172,5527,3
1437196828.57167983,5194,5520,3
1437196828.81168389,5151,5474,3
1437196829.22673583,5164,5527,3
1437196829.49398804,5182,5527,3
1437196829.91905999,5156,5525,3
1437196830.22513986,5169,5530,3
1437196830.47223997,5173,5549,3
1437196830.91368389,5202,5530,3
1437196831.35867596,5157,5520,3
1437196832.01887202,5188,5527,3
1437196832.33088803,5130,5513,3
1437196832.59805584,5162,5527,3
